,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,MarketAndNewspaper,CSDs,ID,Swap2017Affected,first_year,equal_to_previous
2409,20866.0,Thursday,T,2016,haldimand,the sachem,metroland media group ltd.,0.0,ON,20866.0,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",,,,,,0.0,haldimand,haldimand the sachem,['Haldimand County'],522,0,2013,False
2410,21943.0,Thursday,T,2017,haldimand,the sachem,metroland media group ltd.,,ON,21943.0,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",,,,,,0.0,haldimand,haldimand the sachem,['Haldimand County'],522,0,2013,False
2411,,Thursday,T,2018,haldimand,the sachem,metroland media group ltd.,,ON,,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",,,,,,0.0,haldimand,haldimand the sachem,['Haldimand County'],522,0,2013,True
2412,,Thursday,T,2019,haldimand,the sachem,metroland media group ltd.,,ON,,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",,,,,,0.0,haldimand,haldimand the sachem,['Haldimand County'],522,0,2013,True
2413,1000.0,Monthly,T,2014,cfb%20north%20bay,the shield le bouclier,department of national defence,0.0,ON,1000.0,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",,,,,,0.0,cfb north bay,cfb north bay the shield le bouclier,['North Bay'],523,0,2014,False
2414,,Monthly,T,2015,cfb%20north%20bay,the shield le bouclier,department of national defence,,ON,,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",,,,,,0.0,cfb north bay,cfb north bay the shield le bouclier,['North Bay'],523,0,2014,True
2415,,Monthly,T,2016,cfb%20north%20bay,the shield le bouclier,department of national defence,,ON,,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",,,,,,0.0,cfb north bay,cfb north bay the shield le bouclier,['North Bay'],523,0,2014,True
2416,,Monthly,T,2017,cfb%20north%20bay,the shield le bouclier,department of national defence,,ON,,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",,,,,,0.0,cfb north bay,cfb north bay the shield le bouclier,['North Bay'],523,0,2014,True
2417,,Monthly,T,2018,cfb%20north%20bay,the shield le bouclier,department of national defence,,ON,,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",,,,,,0.0,cfb north bay,cfb north bay the shield le bouclier,['North Bay'],523,0,2014,True
2418,,Monthly,T,2019,cfb%20north%20bay,the shield le bouclier,canadian forces morale and welfare services (cfmws),,ON,,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",,,,,,0.0,cfb north bay,cfb north bay the shield le bouclier,['North Bay'],523,0,2014,True
2419,13363.0,Thursday,T,2013,port%20perry,the standard,scugog standard shareholders inc.,0.0,ON,13363.0,scugog standard shareholders inc.,"['port perry ,ON, Canada']",21617.0,21569.0,0.2,8697.0,8218.0,45.5,474.71,44.5,18110.0,2935.0,5485.0,9695.0,305.0,3235.0,18115.0,17490.0,39190.0,21250.0,19035.0,2155.0,"[(44.1054151, -78.9425076)]",the standard,,,,,0.0,port perry,port perry the standard,['Scugog'],524,0,2013,False
2420,13732.0,Thursday,T,2014,port%20perry,the standard,scugog standard shareholders inc.,1.0,ON,13733.0,scugog standard shareholders inc.,"['port perry ,ON, Canada']",21617.0,21569.0,0.2,8697.0,8218.0,45.5,474.71,44.5,18110.0,2935.0,5485.0,9695.0,305.0,3235.0,18115.0,17490.0,39190.0,21250.0,19035.0,2155.0,"[(44.1054151, -78.9425076)]",the standard,,,,,0.0,port perry,port perry the standard,['Scugog'],524,0,2013,False
2421,14406.0,Thursday,T,2015,port%20perry&uxbridge,the standard,scugog standard shareholders inc.,9.0,ON,14415.0,scugog standard shareholders inc.,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']",21396.5,21096.0,1.45,8321.5,7940.5,47.9,447.83,43.6,17882.5,2727.5,5395.0,9767.5,347.5,3612.5,17885.0,17245.0,39407.5,21112.5,18657.5,2407.5,"[(44.1054151, -78.9425076), (44.1088502, -79.1226768)]",the standard,,,,,0.0,port perry uxbridge,port perry uxbridge the standard,"['Scugog', 'Uxbridge']",524,0,2013,False
2422,11868.0,Thursday,T,2016,port%20perry&uxbridge,the standard,scugog standard shareholders inc.,0.0,ON,11868.0,scugog standard shareholders inc.,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']",21396.5,21096.0,1.45,8321.5,7940.5,47.9,447.83,43.6,17882.5,2727.5,5395.0,9767.5,347.5,3612.5,17885.0,17245.0,39407.5,21112.5,18657.5,2407.5,"[(44.1054151, -78.9425076), (44.1088502, -79.1226768)]",the standard,,,,,0.0,port perry uxbridge,port perry uxbridge the standard,"['Scugog', 'Uxbridge']",524,0,2013,False
2423,,Thursday,T,2017,port%20perry&uxbridge,the standard,the standard news corporation,,ON,,the standard news corporation,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']",21396.5,21096.0,1.45,8321.5,7940.5,47.9,447.83,43.6,17882.5,2727.5,5395.0,9767.5,347.5,3612.5,17885.0,17245.0,39407.5,21112.5,18657.5,2407.5,"[(44.1054151, -78.9425076), (44.1088502, -79.1226768)]",,,,,,0.0,port perry uxbridge,port perry uxbridge the standard,"['Scugog', 'Uxbridge']",524,0,2013,True
2424,,Thursday,T,2018,port%20perry&uxbridge,the standard,the standard news corporation,,ON,,the standard news corporation,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']",21396.5,21096.0,1.45,8321.5,7940.5,47.9,447.83,43.6,17882.5,2727.5,5395.0,9767.5,347.5,3612.5,17885.0,17245.0,39407.5,21112.5,18657.5,2407.5,"[(44.1054151, -78.9425076), (44.1088502, -79.1226768)]",,,,,,0.0,port perry uxbridge,port perry uxbridge the standard,"['Scugog', 'Uxbridge']",524,0,2013,True
2425,,Thursday,T,2019,port%20perry&uxbridge,the standard,the standard news corporation,,ON,,the standard news corporation,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']",21396.5,21096.0,1.45,8321.5,7940.5,47.9,447.83,43.6,17882.5,2727.5,5395.0,9767.5,347.5,3612.5,17885.0,17245.0,39407.5,21112.5,18657.5,2407.5,"[(44.1054151, -78.9425076), (44.1088502, -79.1226768)]",,,,,,0.0,port perry uxbridge,port perry uxbridge the standard,"['Scugog', 'Uxbridge']",524,0,2013,True
2426,13150.0,Thursday,T,2015,wasaga&stayner,the sun,metroland media group ltd.,0.0,ON,13150.0,metroland media group ltd.,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']",17413.0,15635.5,10.45,9278.0,7170.0,189.0,307.87,46.3,14785.0,2985.0,4750.0,7047.5,275.0,1915.0,14787.5,14357.5,31862.0,17155.0,14850.0,2277.5,"[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]",,,,,,0.0,wasaga stayner,wasaga stayner the sun,"['Wasaga Beach', 'Clearview']",525,0,2015,False
2427,12507.0,Thursday,T,2016,wasaga&stayner,the sun,metroland media group ltd.,,ON,12507.0,metroland media group ltd.,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']",17413.0,15635.5,10.45,9278.0,7170.0,189.0,307.87,46.3,14785.0,2985.0,4750.0,7047.5,275.0,1915.0,14787.5,14357.5,31862.0,17155.0,14850.0,2277.5,"[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]",,,,,,0.0,wasaga stayner,wasaga stayner the sun,"['Wasaga Beach', 'Clearview']",525,0,2015,False
2428,13051.0,Thursday,T,2017,wasaga&stayner,the sun,metroland media group ltd.,,ON,13051.0,metroland media group ltd.,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']",17413.0,15635.5,10.45,9278.0,7170.0,189.0,307.87,46.3,14785.0,2985.0,4750.0,7047.5,275.0,1915.0,14787.5,14357.5,31862.0,17155.0,14850.0,2277.5,"[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]",,,,,,0.0,wasaga stayner,wasaga stayner the sun,"['Wasaga Beach', 'Clearview']",525,0,2015,False
2429,13019.0,Thursday,T,2018,wasaga&stayner,the sun,metroland media group ltd.,,ON,13019.0,metroland media group ltd.,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']",17413.0,15635.5,10.45,9278.0,7170.0,189.0,307.87,46.3,14785.0,2985.0,4750.0,7047.5,275.0,1915.0,14787.5,14357.5,31862.0,17155.0,14850.0,2277.5,"[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]",,,,,,0.0,wasaga stayner,wasaga stayner the sun,"['Wasaga Beach', 'Clearview']",525,0,2015,False
2430,13332.0,Thursday,T,2019,wasaga&stayner,the sun,metroland media group ltd.,,ON,13332.0,metroland media group ltd.,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']",17413.0,15635.5,10.45,9278.0,7170.0,189.0,307.87,46.3,14785.0,2985.0,4750.0,7047.5,275.0,1915.0,14787.5,14357.5,31862.0,17155.0,14850.0,2277.5,"[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]",,,,,,0.0,wasaga stayner,wasaga stayner the sun,"['Wasaga Beach', 'Clearview']",525,0,2015,False
2431,202.0,Thursday,T,2016,minden,the times,maple key media,1203.0,ON,1405.0,maple key media,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",,,,,,0.0,minden,minden the times,['Minden Hills'],526,0,2016,False
2432,291.0,Thursday,T,2017,minden,the times,white pine media corp.,1095.0,ON,1386.0,maple key media,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",,,,,,0.0,minden,minden the times,['Minden Hills'],526,0,2016,False
2433,321.0,Thursday,T,2018,minden,the times,white pine media corp.,1048.0,ON,1369.0,white pine media corp.,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",,,,,,0.0,minden,minden the times,['Minden Hills'],526,0,2016,False
2434,340.0,Thursday,T,2019,minden,the times,white pine media corp.,956.0,ON,1296.0,white pine media corp.,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",,,,,,0.0,minden,minden the times,['Minden Hills'],526,0,2016,False
2435,0.0,Wednesday,T,2013,minden,the times,sun media corporation,1683.0,ON,1683.0,sun media corporation,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",the times,,,,,0.0,minden,minden the times,['Minden Hills'],527,0,2013,False
2436,,Wednesday,T,2014,minden,the times,maple key media,1523.0,ON,1523.0,maple key media,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",,,,,,0.0,minden,minden the times,['Minden Hills'],527,0,2013,False
2437,,Wednesday,T,2015,minden,the times,maple key media,1350.0,ON,1350.0,maple key media,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",,,,,,0.0,minden,minden the times,['Minden Hills'],527,0,2013,False
2438,41.0,Wednesday,B,2013,tweed,the tweed news,tweed news publishing co. ltd.,915.0,ON,956.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",,,,,,0.0,tweed,the tweed news,['Tweed'],528,0,2013,False
2439,43.0,Wednesday,B,2014,tweed,the tweed news,tweed news publishing co. ltd.,839.0,ON,882.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",,,,,,0.0,tweed,the tweed news,['Tweed'],528,0,2013,False
2440,42.0,Wednesday,B,2015,tweed,the tweed news,tweed news publishing co. ltd.,796.0,ON,838.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",,,,,,0.0,tweed,the tweed news,['Tweed'],528,0,2013,False
2441,,Wednesday,B,2016,tweed,the tweed news,tweed news publishing co. ltd.,,ON,,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",,,,,,0.0,tweed,the tweed news,['Tweed'],528,0,2013,True
2442,,Wednesday,B,2017,tweed,the tweed news,tweed news publishing co. ltd.,779.0,ON,821.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",,,,,,0.0,tweed,the tweed news,['Tweed'],528,0,2013,False
2443,,Wednesday,B,2018,tweed,the tweed news,tweed news publishing co. ltd.,780.0,ON,822.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",,,,,,0.0,tweed,the tweed news,['Tweed'],528,0,2013,False
2444,43.0,Wednesday,B,2019,tweed,the tweed news,tweed news publishing co. ltd.,760.0,ON,803.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",,,,,,0.0,tweed,the tweed news,['Tweed'],528,0,2013,False
2445,8850.0,Thursday,T,2014,uxbridge,the uxbridge cosmos,cosmos media inc.,0.0,ON,8850.0,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",,,,,,0.0,uxbridge,the uxbridge cosmos,['Uxbridge'],529,0,2014,False
2446,,Thursday,T,2015,uxbridge,the uxbridge cosmos,cosmos media inc.,,ON,,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",,,,,,0.0,uxbridge,the uxbridge cosmos,['Uxbridge'],529,0,2014,True
2447,,Thursday,T,2016,uxbridge,the uxbridge cosmos,cosmos media inc.,,ON,,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",,,,,,0.0,uxbridge,the uxbridge cosmos,['Uxbridge'],529,0,2014,True
2448,,Thursday,T,2017,uxbridge,the uxbridge cosmos,cosmos media inc.,,ON,,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",,,,,,0.0,uxbridge,the uxbridge cosmos,['Uxbridge'],529,0,2014,True
2449,,Thursday,T,2018,uxbridge,the uxbridge cosmos,cosmos media inc.,,ON,,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",,,,,,0.0,uxbridge,the uxbridge cosmos,['Uxbridge'],529,0,2014,True
2450,,Thursday,T,2019,uxbridge,the uxbridge cosmos,cosmos media inc.,,ON,,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",,,,,,0.0,uxbridge,the uxbridge cosmos,['Uxbridge'],529,0,2014,True
2451,0.0,Wednesday,T,2013,barry's%20bay,the valley gazette,the valley gazette,1420.0,ON,1420.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",,,,,,0.0,barry's bay,barry's bay the valley gazette,['Madawaska Valley'],530,0,2013,False
2452,,Wednesday,T,2014,barry's%20bay,the valley gazette,the valley gazette,1471.0,ON,1471.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",,,,,,0.0,barry's bay,barry's bay the valley gazette,['Madawaska Valley'],530,0,2013,False
2453,25.0,Wednesday,T,2015,barry's%20bay,the valley gazette,the valley gazette,1789.0,ON,1814.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",,,,,,0.0,barry's bay,barry's bay the valley gazette,['Madawaska Valley'],530,0,2013,False
2454,,Wednesday,T,2016,barry's%20bay,the valley gazette,the valley gazette,1877.0,ON,1902.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",,,,,,0.0,barry's bay,barry's bay the valley gazette,['Madawaska Valley'],530,0,2013,False
2455,45.0,Wednesday,T,2017,barry's%20bay,the valley gazette,the valley gazette,1768.0,ON,1813.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",,,,,,0.0,barry's bay,barry's bay the valley gazette,['Madawaska Valley'],530,0,2013,False
2456,46.0,Wednesday,T,2018,barry's%20bay,the valley gazette,the valley gazette,1673.0,ON,1719.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",,,,,,0.0,barry's bay,barry's bay the valley gazette,['Madawaska Valley'],530,0,2013,False
2457,,Wednesday,T,2019,barry's%20bay,the valley gazette,the valley gazette,1433.0,ON,1479.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",,,,,,0.0,barry's bay,barry's bay the valley gazette,['Madawaska Valley'],530,0,2013,False
2458,8456.0,Thursday,T,2013,kapuskasing,the weekender,sun media corporation,43.0,ON,8499.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",the weekender,,,,,0.0,kapuskasing,kapuskasing the weekender,['Kapuskasing'],531,0,2013,False
2459,7996.0,Thursday,T,2014,kapuskasing,the weekender,sun media corporation,0.0,ON,7996.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",,,,,,0.0,kapuskasing,kapuskasing the weekender,['Kapuskasing'],531,0,2013,False
2460,8075.0,Thursday,T,2015,kapuskasing,the weekender,sun media corporation,,ON,8075.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",,,,,,0.0,kapuskasing,kapuskasing the weekender,['Kapuskasing'],531,0,2013,False
2461,8499.0,Thursday,T,2016,kapuskasing,the weekender,sun media corporation,,ON,8499.0,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",,,,,,0.0,kapuskasing,kapuskasing the weekender,['Kapuskasing'],531,0,2013,False
2462,8613.0,Thursday,T,2017,kapuskasing,the weekender,postmedia network inc.,,ON,8613.0,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",,,,,,0.0,kapuskasing,kapuskasing the weekender,['Kapuskasing'],531,0,2013,False
2463,8960.0,Wednesday,B,2013,rainy%20river,the westend weekly,westend weekly,20.0,ON,8980.0,westend weekly,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]",,,,,,0.0,rainy river,rainy river the westend weekly,"['Rainy River', 'Unorganized']",532,0,2013,False
