AdvNewspaper,Issued,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,MarketAndNewspaper,_merge1,FreeCirculation,EDITION,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,CSDs,ID,ID2,Swap2017Affected,_merge2,first_year,equal_to_previous,EverPaid,EverFree,OpCross2017,OpPost2017
burks falls almaguin news,Thursday,2523.0,0.81,1160.0,1160.0,10.0,301.0,10.0,2016,burks falls almaguin news,both,150.0,Thursday,B,burks%20falls,almaguin news,metroland media group ltd.,2230.0,ON,2380.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",almaguin news,,,,,0.0,burks falls,"[""Burk's Falls""]",8.0,7.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
burks falls almaguin news,Thursday,2380.0,0.81,1160.0,1160.0,10.0,301.0,10.0,2017,burks falls almaguin news,both,95.0,Thursday,B,burks%20falls,almaguin news,metroland media group ltd.,2123.0,ON,2218.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",almaguin news,,,,,0.0,burks falls,"[""Burk's Falls""]",8.0,7.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
burks falls almaguin news,Thursday,2218.0,0.81,1160.0,1160.0,10.0,297.0,10.0,2018,burks falls almaguin news,both,131.0,Thursday,B,burks%20falls,almaguin news,metroland media group ltd.,1839.0,ON,1970.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",almaguin news,,,,,0.0,burks falls,"[""Burk's Falls""]",8.0,7.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
burks falls almaguin news,Thursday,1970.0,0.81,1160.0,1160.0,10.0,297.0,10.0,2019,burks falls almaguin news,both,104.0,Thursday,B,burks%20falls,almaguin news,metroland media group ltd.,1519.0,ON,1623.0,metroland media group ltd.,"['burks falls ,ON, Canada']",981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0,"[(45.619853, -79.4118686)]",almaguin news,,,,,0.0,burks falls,"[""Burk's Falls""]",8.0,7.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
ancaster news,Thursday,12817.0,1.7,335.0,1160.0,10.0,175.0,10.0,2013,ancaster news,both,12823.0,Thursday,T,ancaster,ancaster news,metroland media group ltd.,0.0,ON,12823.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,['Hamilton'],9.0,8.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
ancaster news,Thursday,12823.0,1.85,1160.0,1160.0,10.0,161.0,10,2014,ancaster news,both,12927.0,Thursday,T,ancaster,ancaster news,metroland media group ltd.,0.0,ON,12927.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,['Hamilton'],9.0,8.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
ancaster news,Thursday,12927.0,1.85,1160.0,1160.0,10.0,161.0,10.0,2015,ancaster news,both,12725.0,Thursday,T,ancaster,ancaster news,metroland media group ltd.,0.0,ON,12725.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,['Hamilton'],9.0,8.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
ancaster news,Thursday,12712.0,1.85,1160.0,1160.0,10.0,161.0,10.0,2016,ancaster news,both,12710.0,Thursday,T,ancaster,ancaster news,metroland media group ltd.,0.0,ON,12710.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,['Hamilton'],9.0,8.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
ancaster news,Thursday,12710.0,1.85,1160.0,1160.0,10.0,161.0,10.0,2017,ancaster news,both,13041.0,Thursday,T,ancaster,ancaster news,metroland media group ltd.,0.0,ON,13041.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,['Hamilton'],9.0,8.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
ancaster news,Thursday,13040.0,1.85,1160.0,1160.0,10.0,161.0,10.0,2018,ancaster news,both,13037.0,Thursday,T,ancaster,ancaster news,metroland media group ltd.,0.0,ON,13037.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,['Hamilton'],9.0,8.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
ancaster news,Thursday,13075.0,1.85,1160.0,1160.0,10.0,161.0,10.0,2019,ancaster news,both,13111.0,Thursday,T,ancaster,ancaster news,metroland media group ltd.,0.0,ON,13111.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",,,,,,0.0,ancaster,['Hamilton'],9.0,8.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
arnprior chronicle guide,Thursday,7607.0,1.06,335.0,1160.0,6.0,218.0,5.0,2013,arnprior chronicle guide,both,7668.0,Thursday,T,arnprior,arnprior chronicle guide,metroland media group ltd.,0.0,ON,7668.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,['Arnprior'],11.0,10.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
arnprior chronicle guide,Thursday,7668.0,0.74,1160.0,1160.0,10.0,189.0,10,2014,arnprior chronicle guide,both,7892.0,Thursday,T,arnprior,arnprior chronicle guide,metroland media group ltd.,0.0,ON,7892.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,['Arnprior'],11.0,10.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
arnprior chronicle guide,Thursday,7873.0,0.87,1160.0,1160.0,10.0,161.0,10.0,2015,arnprior chronicle guide,both,7941.0,Thursday,T,arnprior,arnprior chronicle guide,metroland media group ltd.,0.0,ON,7941.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,['Arnprior'],11.0,10.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
arnprior chronicle guide,Thursday,7941.0,0.87,1160.0,1160.0,10.0,161.0,10.0,2016,arnprior chronicle guide,both,8332.0,Thursday,T,arnprior,arnprior chronicle guide,metroland media group ltd.,0.0,ON,8332.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,['Arnprior'],11.0,10.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
arnprior chronicle guide,Thursday,8332.0,0.87,1160.0,1160.0,10.0,161.0,10.0,2017,arnprior chronicle guide,both,8114.0,Thursday,T,arnprior,arnprior chronicle guide,metroland media group ltd.,0.0,ON,8114.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,['Arnprior'],11.0,10.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
arnprior chronicle guide,Thursday,8114.0,0.87,1160.0,1160.0,10.0,161.0,10.0,2018,arnprior chronicle guide,both,8019.0,Thursday,T,arnprior,arnprior chronicle guide,metroland media group ltd.,0.0,ON,8019.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,['Arnprior'],11.0,10.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
arnprior chronicle guide,Thursday,7380.0,0.87,1160.0,1160.0,10.0,161.0,10.0,2019,arnprior chronicle guide,both,7085.0,Thursday,T,arnprior,arnprior chronicle guide,metroland media group ltd.,0.0,ON,7085.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",,,,,,0.0,arnprior,['Arnprior'],11.0,10.0,1.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
arthur enterprise news,Wednesday,522.0,0.93,1160.0,1160.0,10.0,161.0,10,2014,arthur enterprise news,both,0.0,Wednesday,T,arthur,arthur enterprise news,metroland media group ltd.,420.0,ON,420.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",,,,,,0.0,arthur,['Wellington North'],12.0,11.0,0.0,both,2014.0,0.0,1.0,0.0,0.0,0.0
arthur enterprise news,Wednesday,355.0,0.93,1160.0,1160.0,10.0,161.0,10.0,2015,arthur enterprise news,both,0.0,Wednesday,T,arthur,arthur enterprise news,metroland media group ltd.,315.0,ON,315.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",,,,,,0.0,arthur,['Wellington North'],12.0,11.0,0.0,both,2014.0,0.0,1.0,0.0,0.0,0.0
arthur enterprise news,Wednesday,315.0,0.93,1160.0,1160.0,10.0,161.0,10.0,2016,arthur enterprise news,both,0.0,Wednesday,T,arthur,arthur enterprise news,metroland media group ltd.,235.0,ON,235.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",,,,,,0.0,arthur,['Wellington North'],12.0,11.0,0.0,both,2014.0,0.0,1.0,0.0,0.0,0.0
atikokan progress,Monday,1391.0,0.79,165.0,471.0,5.0,210.0,4.0,2013,atikokan progress,both,43.0,Monday,T,atikokan,atikokan progress,atikokan printing (1994) ltd.,1263.0,ON,1306.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,['Atikokan'],13.0,12.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
atikokan progress,Monday,1350.0,0.82,165.0,471.0,5.0,210.0,4,2014,atikokan progress,both,40.0,Monday,T,atikokan,atikokan progress,atikokan printing (1994) ltd.,1220.0,ON,1260.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,['Atikokan'],13.0,12.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
atikokan progress,Monday,1260.0,0.86,165.0,471.0,5.0,210.0,4.0,2015,atikokan progress,both,39.0,Monday,T,atikokan,atikokan progress,atikokan printing (1994) ltd.,1154.0,ON,1193.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,['Atikokan'],13.0,12.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
atikokan progress,Monday,1193.0,0.86,165.0,471.0,5.0,210.0,4.0,2016,atikokan progress,both,38.0,Monday,T,atikokan,atikokan progress,atikokan printing (1994) ltd.,1075.0,ON,1113.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,['Atikokan'],13.0,12.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
atikokan progress,Monday,1113.0,0.88,165.0,471.0,5.0,210.0,4.0,2017,atikokan progress,both,34.0,Monday,T,atikokan,atikokan progress,atikokan printing (1994) ltd.,1047.0,ON,1081.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,['Atikokan'],13.0,12.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
atikokan progress,Monday,1081.0,0.88,165.0,471.0,5.0,210.0,4.0,2018,atikokan progress,both,33.0,Monday,T,atikokan,atikokan progress,atikokan printing (1994) ltd.,1053.0,ON,1087.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,['Atikokan'],13.0,12.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
atikokan progress,Monday,1041.0,0.88,165.0,471.0,5.0,210.0,4.0,2019,atikokan progress,both,32.0,Monday,T,atikokan,atikokan progress,atikokan printing (1994) ltd.,1012.0,ON,1044.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",,,,,,0.0,atikokan,['Atikokan'],13.0,12.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
aylmer express,Wednesday,3516.0,0.75,118.0,294.0,8.0,294.0,2.0,2013,aylmer express,both,14.0,Wednesday,B,aylmer,aylmer express,aylmer express ltd.,3584.0,ON,3598.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,['Aylmer'],14.0,13.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
aylmer express,Wednesday,3376.0,0.77,118.0,294.0,8.0,294.0,2,2014,aylmer express,both,30.0,Wednesday,B,aylmer,aylmer express,aylmer express ltd.,3391.0,ON,3421.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,['Aylmer'],14.0,13.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
aylmer express,Wednesday,3421.0,0.78,118.0,294.0,8.0,294.0,2.0,2015,aylmer express,both,21.0,Wednesday,B,aylmer,aylmer express,aylmer express ltd.,3346.5,ON,3367.5,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,['Aylmer'],14.0,13.0,0.0,both,2013.0,1.0,1.0,1.0,1.0,1.0
aylmer express,Wednesday,3421.0,0.79,118.0,294.0,8.0,294.0,2.0,2016,aylmer express,both,12.0,Wednesday,B,aylmer,aylmer express,aylmer express ltd.,3302.0,ON,3314.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,['Aylmer'],14.0,13.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
aylmer express,Wednesday,3314.0,0.8,118.0,294.0,8.0,294.0,2.0,2017,aylmer express,both,14.0,Wednesday,B,aylmer,aylmer express,aylmer express ltd.,3076.0,ON,3090.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,['Aylmer'],14.0,13.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
aylmer express,Wednesday,3090.0,0.81,118.0,294.0,8.0,294.0,2.0,2018,aylmer express,both,13.0,Wednesday,B,aylmer,aylmer express,aylmer express ltd.,3013.0,ON,3026.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,['Aylmer'],14.0,13.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
aylmer express,Wednesday,3026.0,0.81,118.0,294.0,8.0,294.0,2.0,2019,aylmer express,both,13.0,Wednesday,B,aylmer,aylmer express,aylmer express ltd.,2929.0,ON,2942.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",,,,,,0.0,aylmer,['Aylmer'],14.0,13.0,0.0,both,2013.0,0.0,1.0,1.0,1.0,1.0
ayr news,Wednesday,3204.0,0.77,118.0,412.0,6.0,294.0,1.0,2013,ayr news,both,0.0,Wednesday,B,ayr,ayr news,ayr news ltd.,3204.0,ON,3204.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,['North Dumfries'],15.0,14.0,0.0,both,2013.0,0.0,1.0,0.0,1.0,1.0
ayr news,Wednesday,3209.0,0.77,118.0,412.0,6.0,294.0,1,2014,ayr news,both,0.0,Wednesday,B,ayr,ayr news,ayr news ltd.,3150.0,ON,3150.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,['North Dumfries'],15.0,14.0,0.0,both,2013.0,0.0,1.0,0.0,1.0,1.0
ayr news,Wednesday,3099.0,0.77,118.0,412.0,6.0,294.0,1.0,2015,ayr news,both,0.0,Wednesday,B,ayr,ayr news,ayr news ltd.,3082.0,ON,3082.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,['North Dumfries'],15.0,14.0,0.0,both,2013.0,0.0,1.0,0.0,1.0,1.0
ayr news,Wednesday,3082.0,0.77,118.0,412.0,6.0,294.0,1.0,2016,ayr news,both,0.0,Wednesday,B,ayr,ayr news,ayr news ltd.,3052.0,ON,3052.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,['North Dumfries'],15.0,14.0,0.0,both,2013.0,0.0,1.0,0.0,1.0,1.0
ayr news,Wednesday,3052.0,1.4,118.0,412.0,5.0,193.0,4.0,2017,ayr news,both,0.0,Wednesday,B,ayr,ayr news,ayr news ltd.,2939.0,ON,2939.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,['North Dumfries'],15.0,14.0,0.0,both,2013.0,0.0,1.0,0.0,1.0,1.0
ayr news,Wednesday,2875.0,1.4,118.0,412.0,5.0,193.0,4.0,2018,ayr news,both,0.0,Wednesday,B,ayr,ayr news,ayr news ltd.,2785.0,ON,2785.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,['North Dumfries'],15.0,14.0,0.0,both,2013.0,0.0,1.0,0.0,1.0,1.0
ayr news,Wednesday,2747.0,1.4,118.0,412.0,5.0,193.0,4.0,2019,ayr news,both,0.0,Wednesday,B,ayr,ayr news,ayr news ltd.,2603.0,ON,2603.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,['North Dumfries'],15.0,14.0,0.0,both,2013.0,0.0,1.0,0.0,1.0,1.0
bancroft this week,Friday,7429.0,0.97,176.0,176.0,9.0,157.0,3.0,2013,bancroft this week,both,7850.0,Friday,T,bancroft,bancroft this week,sun media corporation,0.0,ON,7850.0,sun media corporation,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",,,,,,0.0,bancroft,['Bancroft'],16.0,15.0,0.0,both,2013.0,0.0,0.0,1.0,1.0,1.0
