,EDITION,Year,Market,Newspaper,MarketAndNewspaper,TotalCirculation,Owner
1516,Friday,2018,parry%20sound,parry sound beacon star,parry sound beacon star,7272,metroland media group ltd.
1517,Friday,2019,parry%20sound,parry sound beacon star,parry sound beacon star,7202,metroland media group ltd.
1518,Wednesday,2013,parry%20sound,parry sound north star,parry sound north star,2874,metroland media group ltd.
1328,Wednesday,2014,parry%20sound,north star,parry sound north star,2657,metroland media group ltd.
1329,Wednesday,2015,parry%20sound,north star,parry sound north star,2281,metroland media group ltd.
1330,Wednesday,2016,parry%20sound,north star,parry sound north star,2206,metroland media group ltd.
1331,Wednesday,2017,parry%20sound,north star,parry sound north star,1972,metroland media group ltd.
1519,Wednesday,2018,parry%20sound,parry sound north star,parry sound north star,1900,metroland media group ltd.
1520,Wednesday,2019,parry%20sound,parry sound north star,parry sound north star,1645,metroland media group ltd.
1525,Thursday,2019,pembroke,observer and news,pembroke observer and news,7500,postmedia network inc.
638,Thursday,2013,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,920,comite d'action place lafontaine
639,Thursday,2014,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,912,comite d'action place lafontaine
640,Thursday,2015,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,912,comite d'action place lafontaine
641,Thursday,2016,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,912,comite d'action place lafontaine
642,Thursday,2017,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,912,comite d'action place lafontaine
643,Thursday,2018,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,912,comite d'action place lafontaine
644,Thursday,2019,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,912,comite d'action place lafontaine
1526,Thursday,2013,perth,perth courier,perth courier,11930,metroland media group ltd.
1527,Thursday,2014,perth,perth courier,perth courier,12232,metroland media group ltd.
1528,Thursday,2015,perth,perth courier,perth courier,12467,metroland media group ltd.
1529,Thursday,2016,perth,perth courier,perth courier,11722,metroland media group ltd.
1530,Thursday,2017,perth,perth courier,perth courier,11765,metroland media group ltd.
1531,Thursday,2018,perth,perth courier,perth courier,11702,metroland media group ltd.
1532,Thursday,2019,perth,perth courier,perth courier,11686,metroland media group ltd.
1588,Thursday,2015,petawawa,post,petawawa post,7800,department of national defence
1589,Thursday,2016,petawawa,post,petawawa post,7800,department of national defence
1533,Thursday,2017,petawawa,petawawa post,petawawa post,7800,department of national defence
1534,Thursday,2018,petawawa,petawawa post,petawawa post,7800,department of national defence
1535,Thursday,2019,petawawa,petawawa post,petawawa post,7800,canadian forces morale and welfare services (cfmws)
1537,Friday,2013,peterborough,peterborough this week,peterborough this week,45490,metroland media group ltd.
1536,Wednesday,2013,peterborough,peterborough this week,peterborough this week,46050,metroland media group ltd.
1539,Friday,2014,peterborough,peterborough this week,peterborough this week,45095,metroland media group ltd.
1538,Wednesday,2014,peterborough,peterborough this week,peterborough this week,45686,metroland media group ltd.
1541,Friday,2015,peterborough,peterborough this week,peterborough this week,44314,metroland media group ltd.
1540,Wednesday,2015,peterborough,peterborough this week,peterborough this week,44901,metroland media group ltd.
1542,Friday,2016,peterborough,peterborough this week,peterborough this week,43968,metroland media group ltd.
1543,Wednesday,2016,peterborough,peterborough this week,peterborough this week,44528,metroland media group ltd.
1544,Friday,2017,peterborough,peterborough this week,peterborough this week,43968,metroland media group ltd.
1545,Wednesday,2017,peterborough,peterborough this week,peterborough this week,44528,metroland media group ltd.
1547,Friday,2018,peterborough,peterborough this week,peterborough this week,43968,metroland media group ltd.
1546,Wednesday,2018,peterborough,peterborough this week,peterborough this week,44528,metroland media group ltd.
1549,Friday,2019,peterborough,peterborough this week,peterborough this week,42145,metroland media group ltd.
1548,Wednesday,2019,peterborough,peterborough this week,peterborough this week,42165,metroland media group ltd.
2307,Thursday,2014,petrolia&lambton,the independent,petrolia lambton the independent,6100,petrolia lambton independent
2308,Thursday,2015,petrolia&lambton,the independent,petrolia lambton the independent,6000,petrolia lambton independent
2309,Thursday,2016,petrolia&lambton,the independent,petrolia lambton the independent,6000,petrolia lambton independent
2310,Thursday,2017,petrolia,the independent,petrolia the independent,6000,heather wright
2311,Thursday,2018,petrolia,the independent,petrolia the independent,1900,heather wright
2312,Thursday,2019,petrolia,the independent,petrolia the independent,1900,heather wright
1550,Wednesday,2013,petrolia,petrolia topic,petrolia topic,1309,sun media corporation
1551,Wednesday,2014,petrolia,petrolia topic,petrolia topic,1309,sun media corporation
1552,Wednesday,2015,petrolia,petrolia topic,petrolia topic,726,sun media corporation
1553,Wednesday,2016,petrolia,petrolia topic,petrolia topic,726,sun media corporation
1554,Wednesday,2017,petrolia,petrolia topic,petrolia topic,726,postmedia network inc.
1555,Wednesday,2018,petrolia,petrolia topic,petrolia topic,726,postmedia network inc.
1559,Thursday,2013,picton,picton county weekly news,picton county weekly news,11529,sun media corporation
1560,Thursday,2014,picton,picton county weekly news,picton county weekly news,11913,sun media corporation
1561,Thursday,2015,picton,picton county weekly news,picton county weekly news,11492,sun media corporation
1562,Thursday,2016,picton,picton county weekly news,picton county weekly news,11100,sun media corporation
1563,Thursday,2017,picton,picton county weekly news,picton county weekly news,11050,postmedia network inc.
1564,Thursday,2018,picton,picton county weekly news,picton county weekly news,11050,postmedia network inc.
1565,Thursday,2019,picton,picton county weekly news,picton county weekly news,11050,postmedia network inc.
1292,Friday,2013,port%20colborne,"niagara this week, the leader","port colborne niagara this week, the leader",41205,metroland media group ltd.
1293,Friday,2014,port%20colborne,"niagara this week, the leader","port colborne niagara this week, the leader",41205,metroland media group ltd.
1294,Friday,2015,port%20colborne,"niagara this week, the leader","port colborne niagara this week, the leader",41205,metroland media group ltd.
1295,Friday,2016,port%20colborne,"niagara this week, the leader","port colborne niagara this week, the leader",41205,metroland media group ltd.
1296,Friday,2017,port%20colborne,"niagara this week, the leader","port colborne niagara this week, the leader",41205,metroland media group ltd.
1297,Friday,2018,port%20colborne,"niagara this week, the leader","port colborne niagara this week, the leader",41205,metroland media group ltd.
1298,Friday,2019,port%20colborne,"niagara this week, the leader","port colborne niagara this week, the leader",9350,metroland media group ltd.
1573,Wednesday,2013,port%20dover,port dover maple leaf,port dover maple leaf,3110,port dover maple leaf limited
1574,Wednesday,2014,port%20dover,port dover maple leaf,port dover maple leaf,2866,port dover maple leaf limited
1575,Wednesday,2015,port%20dover,port dover maple leaf,port dover maple leaf,2919,port dover maple leaf limited
1576,Wednesday,2016,port%20dover,port dover maple leaf,port dover maple leaf,2840,port dover maple leaf limited
1577,Wednesday,2017,port%20dover,port dover maple leaf,port dover maple leaf,2919,port dover maple leaf limited
1578,Wednesday,2018,port%20dover,port dover maple leaf,port dover maple leaf,2837,port dover maple leaf limited
1579,Wednesday,2019,port%20dover,port dover maple leaf,port dover maple leaf,2783,port dover maple leaf limited
1739,Tuesday,2013,port%20elgin,shoreline beacon,port elgin shoreline beacon,3569,sun media corporation
1740,Tuesday,2014,port%20elgin,shoreline beacon,port elgin shoreline beacon,3303,sun media corporation
1741,Tuesday,2015,port%20elgin,shoreline beacon,port elgin shoreline beacon,2879,sun media corporation
1742,Tuesday,2016,port%20elgin,shoreline beacon,port elgin shoreline beacon,2474,sun media corporation
1743,Tuesday,2017,port%20elgin,shoreline beacon,port elgin shoreline beacon,2183,postmedia network inc.
1744,Tuesday,2018,port%20elgin,shoreline beacon,port elgin shoreline beacon,2111,postmedia network inc.
1745,Tuesday,2019,port%20elgin,shoreline beacon,port elgin shoreline beacon,1561,postmedia network inc.
1717,Thursday,2013,port%20perry,scugog standard,port perry scugog standard,13363,scugog standard shareholders inc.
1718,Thursday,2014,port%20perry,scugog standard,port perry scugog standard,13733,scugog standard shareholders inc.
1580,Thursday,2013,port%20perry,port perry star,port perry star,11608,metroland media group ltd.
1581,Thursday,2014,port%20perry,port perry star,port perry star,11620,metroland media group ltd.
1582,Thursday,2015,port%20perry,port perry star,port perry star,11620,metroland media group ltd.
1583,Thursday,2016,port%20perry,port perry star,port perry star,11620,metroland media group ltd.
1584,Thursday,2017,port%20perry,port perry star,port perry star,11620,metroland media group ltd.
1585,Thursday,2018,port%20perry,port perry star,port perry star,11620,metroland media group ltd.
1586,Thursday,2019,port%20perry,port perry star,port perry star,11620,metroland media group ltd.
2115,Thursday,2015,port%20perry&uxbridge,standard,port perry uxbridge standard,14415,scugog standard shareholders inc.
2117,Thursday,2016,port%20perry&uxbridge,standard,port perry uxbridge standard,11868,scugog standard shareholders inc.
2425,Thursday,2017,port%20perry&uxbridge,the standard,port perry uxbridge the standard,11868,the standard news corporation
2427,Thursday,2018,port%20perry&uxbridge,the standard,port perry uxbridge the standard,11868,the standard news corporation
2429,Thursday,2019,port%20perry&uxbridge,the standard,port perry uxbridge the standard,11868,the standard news corporation
911,Friday,2013,port%20stanley,lake erie beacon,port stanley lake erie beacon,7170,andrew hibbert and ted halwa
912,Friday,2014,port%20stanley,lake erie beacon,port stanley lake erie beacon,6684,andrew hibbert and ted halwa
913,Friday,2015,port%20stanley,lake erie beacon,port stanley lake erie beacon,6684,andrew hibbert and ted halwa
914,Friday,2016,port%20stanley,lake erie beacon,port stanley lake erie beacon,6684,andrew hibbert and ted halwa
915,Friday,2017,port%20stanley,lake erie beacon,port stanley lake erie beacon,6684,andrew hibbert and ted halwa
2272,Tuesday,2019,port%20stanley,the echo,port stanley the echo,6684,mile maple publishing inc.
1590,Wednesday,2013,prescott,prescott journal,prescott journal,1574,the morris group
1591,Wednesday,2014,prescott,prescott journal,prescott journal,1432,the morris group
1592,Wednesday,2015,prescott,prescott journal,prescott journal,1334,the morris group
1593,Wednesday,2016,prescott,prescott journal,prescott journal,1281,the morris group
1594,Wednesday,2017,prescott,prescott journal,prescott journal,1191,the morris group
1595,Wednesday,2018,prescott,prescott journal,prescott journal,1138,st. lawrence printing co. ltd.
1596,Wednesday,2019,prescott,prescott journal,prescott journal,1100,st. lawrence printing co. ltd.
1566,Thursday,2013,prince%20edward,picton gazette,prince edward picton gazette,11931,napanee beaver ltd.
1567,Thursday,2014,prince%20edward,picton gazette,prince edward picton gazette,12102,napanee beaver ltd.
1568,Thursday,2015,prince%20edward,picton gazette,prince edward picton gazette,11548,napanee beaver ltd.
1569,Thursday,2016,prince%20edward,picton gazette,prince edward picton gazette,11426,napanee beaver ltd.
1570,Thursday,2017,prince%20edward,picton gazette,prince edward picton gazette,11450,napanee beaver ltd.
1571,Thursday,2018,prince%20edward,picton gazette,prince edward picton gazette,11377,napanee beaver ltd.
1572,Thursday,2019,prince%20edward,picton gazette,prince edward picton gazette,11778,napanee beaver ltd.
1597,Thursday,2013,quinte%20west,quinte west news,quinte west news,23089,metroland media group ltd.
1598,Thursday,2014,quinte%20west,quinte west news,quinte west news,16071,metroland media group ltd.
1599,Thursday,2015,quinte%20west,quinte west news,quinte west news,16046,metroland media group ltd.
1600,Thursday,2016,quinte%20west,quinte west news,quinte west news,15992,metroland media group ltd.
1601,Thursday,2017,quinte%20west,quinte west news,quinte west news,16279,metroland media group ltd.
1602,Tuesday,2013,rainy%20river,rainy river record,rainy river record,691,fort frances times ltd.
1603,Tuesday,2014,rainy%20river,rainy river record,rainy river record,609,fort frances times ltd.
1604,Tuesday,2015,rainy%20river,rainy river record,rainy river record,640,fort frances times ltd.
1605,Tuesday,2016,rainy%20river,rainy river record,rainy river record,552,fort frances times ltd.
