,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,ID,ID2
1022,mildmay town country crier,1362.0,0.44,59.0,118.0,5.0,215.0,4.0,2013,2012,1,Wednesday,217,170
1023,mildmay town country crier,,0.44,59.0,118.0,5.0,215.0,4,2014,2012,2,Wednesday,217,170
1024,millbrook times,,0.91,,388.0,5.0,215.0,4.0,2017,2015,2,Monthly,218,171
1025,millbrook times,,0.91,,388.0,5.0,215.0,4.0,2018,2015,3,Monthly,218,171
1026,millbrook times,,0.91,,388.0,5.0,215.0,4.0,2019,2015,4,Monthly,218,171
1027,millbrook times,1182.0,0.88,141.0,376.0,5.0,215.0,4.0,2013,2012,1,Thursday,219,171
1028,millbrook times,1183.0,0.91,146.0,388.0,5.0,215.0,4,2014,2013,1,Thursday,219,171
1029,millbrook times,1558.0,0.91,146.0,388.0,5.0,215.0,4.0,2015,2014,1,Thursday,219,171
1030,millbrook times,,0.91,,388.0,5.0,215.0,4.0,2016,2014,2,Thursday,219,171
1031,milton canadian champion,27552.0,2.92,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,220,172
1032,milton canadian champion,28663.0,3.19,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,220,172
1033,milton canadian champion,29750.0,3.19,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,220,172
1034,milton canadian champion,30367.0,3.19,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,220,172
1035,milton canadian champion,31268.0,3.19,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,220,172
1036,milton canadian champion,31961.0,3.19,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,220,172
1037,milton canadian champion,32654.0,3.19,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,220,172
1038,milton canadian champion,22328.0,2.81,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Tuesday,221,172
1039,minden times,,0.52,,176.0,9.0,189.0,3.0,2016,2014,2,Thursday,222,173
1040,minden times,,0.52,,176.0,9.0,189.0,3.0,2017,2015,2,Thursday,222,173
1041,minden times,1266.0,0.52,,176.0,9.0,189.0,3.0,2018,2017,1,Thursday,222,173
1042,minden times,1258.0,0.52,,176.0,9.0,189.0,3.0,2019,2018,1,Thursday,222,173
1043,minden times,1601.0,0.61,141.0,353.0,9.0,158.0,3.0,2013,2012,1,Wednesday,223,173
1044,minden times,1427.5,0.61,141.0,353.0,9.0,158.0,3,2014,2012,2,Wednesday,223,173
1045,minden times,1254.0,0.52,141.0,353.0,9.0,189.0,3.0,2015,2014,1,Wednesday,223,173
1046,minto express,764.0,0.89,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,224,174
1047,minto express,715.5,0.97,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Wednesday,224,174
1048,minto express,667.0,0.97,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Wednesday,224,174
1049,minto express,584.0,0.97,,1160.0,10.0,161.0,10.0,2016,2015,1,Wednesday,224,174
1050,minto express,,0.97,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,224,174
1051,mississauga news,122760.0,9.53,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,225,175
1052,mississauga news,122874.0,10.4,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Friday,225,175
1053,mississauga news,122354.0,9.64,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Friday,225,175
1054,mississauga news,122168.0,9.64,,1160.0,10.0,161.0,10.0,2016,2014,2,Friday,225,175
1055,mississauga news,121982.0,9.64,,1160.0,10.0,161.0,10.0,2017,2016,1,Friday,225,175
1056,mississauga news,125582.0,9.64,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,226,175
1057,mississauga news,145291.0,9.64,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,226,175
1058,mississauga news,165000.0,9.64,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,226,175
1059,mississauga news,166125.0,9.64,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,226,175
1060,mississauga news,167250.0,9.64,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,226,175
1061,mississauga news,123098.0,9.53,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,227,175
1062,mississauga news,124805.0,10.4,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Wednesday,227,175
1063,mississauga news apt condo malton edition,75665.0,4.41,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,228,176
1064,mississauga news apt condo malton edition,,4.41,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,228,176
1065,mississauga news full city edition,201247.0,10.99,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Friday,229,177
1066,mississauga news full city edition,,10.99,,1160.0,10.0,161.0,10.0,2016,2014,2,Friday,229,177
1067,mississauga news full city edition,201247.0,10.99,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,230,177
1068,mississauga news full city edition,,10.99,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,230,177
1069,mitchell advocate,2191.0,0.78,88.0,294.0,9.0,160.0,3.0,2013,2012,1,Wednesday,231,178
1070,mitchell advocate,2171.0,0.78,88.0,176.0,9.0,160.0,3,2014,2013,1,Wednesday,231,178
1071,mitchell advocate,2057.0,0.79,88.0,176.0,9.0,160.0,3.0,2015,2014,1,Wednesday,231,178
1072,mitchell advocate,1900.0,0.79,,176.0,9.0,160.0,3.0,2016,2015,1,Wednesday,231,178
1073,mitchell advocate,1750.5,0.79,,176.0,9.0,160.0,3.0,2017,2015,2,Wednesday,231,178
1074,mitchell advocate,1601.0,0.79,,176.0,9.0,160.0,3.0,2018,2017,1,Wednesday,231,178
1075,mitchell advocate,1473.0,0.71,,176.0,10.0,160.0,10.0,2019,2018,1,Wednesday,231,178
1076,morrisburg leader,2075.0,0.68,148.0,296.0,6.0,300.0,1.0,2013,2012,1,Wednesday,232,179
1077,morrisburg leader,1956.0,0.68,148.0,296.0,6.0,300.0,1,2014,2013,1,Wednesday,232,179
1078,morrisburg leader,1905.0,0.68,148.0,148.0,6.0,300.0,1.0,2015,2014,1,Wednesday,232,179
1079,morrisburg leader,1879.0,0.71,,148.0,6.0,300.0,1.0,2016,2015,1,Wednesday,232,179
1080,morrisburg leader,1825.5,0.71,,148.0,6.0,300.0,1.0,2017,2015,2,Wednesday,232,179
1081,morrisburg leader,1772.0,0.76,,148.0,6.0,300.0,1.0,2018,2017,1,Wednesday,232,179
1082,morrisburg leader,1750.0,0.82,,148.0,6.0,300.0,1.0,2019,2018,1,Wednesday,232,179
1083,mount forest bizbull,7042.0,0.59,112.0,405.0,4.0,140.0,,2013,2012,1,Monthly,233,180
1084,mount forest bizbull,,0.59,112.0,405.0,4.0,140.0,,2014,2012,2,Monthly,233,180
1085,mount forest bizbull,,1.67,88.0,88.0,2.0,137.0,,2015,2012,3,Monthly,233,180
1086,mount forest bizbull,,1.67,,88.0,2.0,137.0,,2016,2012,4,Monthly,233,180
1087,mount forest bizbull,,1.67,,88.0,2.0,137.0,,2017,2012,5,Monthly,233,180
1088,mount forest bizbull,,1.67,,88.0,2.0,137.0,,2018,2012,6,Monthly,233,180
1089,mount forest bizbull,,1.67,,88.0,2.0,137.0,,2019,2012,7,Monthly,233,180
1090,mount forest confederate,2174.0,0.86,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,234,181
1091,mount forest confederate,2059.0,0.93,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Wednesday,234,181
1092,mount forest confederate,1805.0,0.94,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Wednesday,234,181
1093,mount forest confederate,1557.0,0.94,,1160.0,10.0,161.0,10.0,2016,2015,1,Wednesday,234,181
1094,mount forest confederate,,0.94,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,234,181
1095,muskoka district weekender,25779.0,3.0,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,235,182
1096,muskoka district weekender,26430.0,2.97,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,236,182
1097,muskoka muskokaregion.com,27187.0,2.97,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,237,183
1098,muskoka muskokaregion.com,25850.0,2.97,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,237,183
1099,muskoka muskokaregion.com,,2.97,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,237,183
1100,muskoka muskokaregion.com,,2.97,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,237,183
1101,muskoka muskokaregion.com,,2.97,,1160.0,10.0,161.0,10.0,2019,2017,2,Thursday,237,183
1102,muskoka what's up muskoka,,1.59,,,9.0,175.0,3.0,2013,0,2013,Wednesday,238,184
1103,muskoka what's up muskoka,25966.0,1.59,,,9.0,175.0,3,2014,2013,1,Wednesday,238,184
1104,muskoka what's up muskoka,,1.59,,,9.0,175.0,3.0,2015,2013,2,Wednesday,238,184
1105,muskoka what's up muskoka,,1.59,,,9.0,161.0,3.0,2016,2014,2,Wednesday,238,184
1106,napanee beaver,15503.0,0.8,71.0,106.0,6.0,212.0,5.0,2013,2012,1,Thursday,239,185
1107,napanee beaver,,0.8,71.0,106.0,6.0,212.0,5,2014,2012,2,Thursday,239,185
1108,napanee beaver,,0.8,71.0,106.0,6.0,212.0,5.0,2015,2013,2,Thursday,239,185
1109,napanee beaver,,0.91,,106.0,6.0,188.0,5.0,2016,2014,2,Thursday,239,185
1110,napanee beaver,,0.91,,106.0,6.0,188.0,5.0,2017,2014,3,Thursday,239,185
1111,napanee beaver,,0.91,,106.0,6.0,160.0,5.0,2018,2016,2,Thursday,239,185
1112,napanee beaver,,0.91,,106.0,6.0,160.0,5.0,2019,2017,2,Thursday,239,185
1113,napanee guide,14965.0,0.77,194.0,429.0,9.0,160.0,3.0,2013,2012,1,Thursday,240,186
1114,napanee guide,,0.78,194.0,429.0,9.0,160.0,3,2014,2012,2,Thursday,240,186
1115,napanee guide,,0.78,194.0,429.0,9.0,160.0,3.0,2015,2013,2,Thursday,240,186
1116,napanee guide,,0.78,,429.0,9.0,160.0,3.0,2016,2014,2,Thursday,240,186
1117,napanee guide,,0.78,,429.0,9.0,160.0,3.0,2017,2015,2,Thursday,240,186
1118,napanee guide,,0.78,,429.0,10.0,160.0,10.0,2018,2016,2,Thursday,240,186
1119,napanee guide,,0.78,,429.0,10.0,160.0,10.0,2019,2016,3,Thursday,240,186
1120,nepean barrhaven news,46836.0,1.47,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,241,187
1121,nepean barrhaven news,48618.5,1.02,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,241,187
1122,nepean barrhaven news,50401.0,1.2,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,241,187
1123,nepean barrhaven news,,1.2,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,241,187
1124,nepean barrhaven news,,1.2,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,241,187
1125,new hamburg independent,2418.0,0.89,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,242,188
1126,new hamburg independent,,0.98,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Wednesday,242,188
1127,new hamburg independent,,0.98,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Wednesday,242,188
1128,new hamburg independent,,0.98,,1160.0,10.0,161.0,10.0,2016,2014,2,Wednesday,242,188
1129,new hamburg independent,,0.98,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,242,188
1130,new hamburg independent,,0.98,,1160.0,10.0,161.0,10.0,2018,2016,2,Wednesday,242,188
1131,new hamburg independent,,0.98,,1160.0,10.0,161.0,10.0,2019,2017,2,Wednesday,242,188
1132,new liskeard temiskaming speaker,9571.0,1.59,265.0,559.0,5.0,220.0,4.0,2013,2012,1,Friday,243,189
1133,new liskeard temiskaming speaker,10433.0,1.61,265.0,559.0,5.0,220.0,4,2014,2013,1,Friday,243,189
1134,new liskeard temiskaming speaker,10377.0,1.64,265.0,559.0,5.0,220.0,4.0,2015,2014,1,Friday,243,189
1135,new liskeard temiskaming speaker,,1.67,,559.0,5.0,220.0,4.0,2016,2014,2,Friday,243,189
1136,new liskeard temiskaming speaker,,1.71,,559.0,5.0,220.0,4.0,2017,2015,2,Friday,243,189
1137,new liskeard temiskaming speaker,,1.74,,559.0,5.0,220.0,4.0,2018,2016,2,Friday,243,189
1138,new liskeard temiskaming speaker,,1.76,,559.0,5.0,220.0,4.0,2019,2017,2,Friday,243,189
1139,new liskeard temiskaming speaker,3653.0,1.59,265.0,559.0,5.0,220.0,4.0,2013,2012,1,Wednesday,244,189
1140,new liskeard temiskaming speaker,3500.0,1.61,265.0,559.0,5.0,220.0,4,2014,2013,1,Wednesday,244,189
1141,new liskeard temiskaming speaker,3316.0,1.64,265.0,559.0,5.0,220.0,4.0,2015,2014,1,Wednesday,244,189
1142,new liskeard temiskaming speaker,3078.0,1.67,,559.0,5.0,220.0,4.0,2016,2015,1,Wednesday,244,189
1143,new liskeard temiskaming speaker,,1.71,,559.0,5.0,220.0,4.0,2017,2015,2,Wednesday,244,189
1144,new liskeard temiskaming speaker,,1.74,,559.0,5.0,220.0,4.0,2018,2016,2,Wednesday,244,189
1145,new liskeard temiskaming speaker,,1.76,,559.0,5.0,220.0,4.0,2019,2017,2,Wednesday,244,189
1146,newmarket era aurora banner,50605.0,3.52,335.0,1160.0,10.0,301.0,10.0,2013,2012,1,Thursday,245,190
1147,newmarket era aurora banner,42590.0,3.52,1160.0,1160.0,10.0,301.0,10,2014,2013,1,Thursday,245,190
1148,newmarket era aurora banner east gwillimbury express,50887.0,3.52,1160.0,1160.0,10.0,301.0,10.0,2015,2014,1,Thursday,246,191
1149,newmarket era aurora banner east gwillimbury express,50971.0,3.52,,1160.0,10.0,301.0,10.0,2016,2015,1,Thursday,246,191
1150,newmarket era aurora banner east gwillimbury express,50512.333333333336,3.52,,1160.0,10.0,301.0,10.0,2017,2015,2,Thursday,246,191
1151,newmarket era aurora banner east gwillimbury express,50053.666666666664,3.52,,1160.0,10.0,161.0,10.0,2018,2015,3,Thursday,246,191
1152,newmarket era aurora banner east gwillimbury express,49595.0,3.52,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,246,191
1153,newmarket era aurora banner georgina advocate,68202.0,4.93,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Sunday,247,192
1154,newmarket era aurora banner georgina advocate,68211.0,5.38,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Sunday,247,192
1155,newmarket era aurora banner georgina advocate,69549.0,5.38,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Sunday,247,192
1156,niagara advance,7426.0,0.73,88.0,206.0,9.0,160.0,3,2014,2013,1,Thursday,248,193
1157,niagara advance,7427.0,0.73,88.0,206.0,9.0,160.0,3.0,2015,2014,1,Thursday,248,193
1158,niagara advance,7380.0,0.73,,206.0,9.0,160.0,3.0,2016,2015,1,Thursday,248,193
1159,niagara advance,,0.73,,206.0,9.0,160.0,3.0,2017,2015,2,Thursday,248,193
1160,niagara advance,7427.0,0.73,88.0,206.0,9.0,160.0,3.0,2013,2012,1,Wednesday,249,193
1161,niagara this week,,3.79,335.0,1160.0,10.0,147.0,10.0,2013,2011,2,Thursday,250,194
1162,niagara this week,180050.0,3.86,1160.0,1160.0,10.0,147.0,10,2014,2013,1,Thursday,250,194
1163,niagara this week,169823.5,3.86,1160.0,1160.0,10.0,147.0,10.0,2015,2013,2,Thursday,250,194
1164,niagara this week,159597.0,3.86,,1160.0,10.0,147.0,10.0,2016,2015,1,Thursday,250,194
1165,niagara this week,159597.0,3.86,,1160.0,10.0,147.0,10.0,2017,2016,1,Thursday,250,194
1166,niagara this week,158262.5,3.86,,1160.0,10.0,147.0,10.0,2018,2016,2,Thursday,250,194
1167,niagara this week,156928.0,3.86,,1160.0,10.0,147.0,10.0,2019,2018,1,Thursday,250,194
1168,niagara this week,,3.05,335.0,1160.0,10.0,147.0,10.0,2013,2011,2,Wednesday,251,194
1169,niagara this week,94375.0,3.11,1160.0,1160.0,10.0,147.0,10,2014,2013,1,Wednesday,251,194
1170,niagara this week,,3.11,1160.0,1160.0,10.0,147.0,10.0,2015,2013,2,Wednesday,251,194
1171,nipigon red rock gazette,872.0,1.13,342.0,412.0,5.0,224.0,4.0,2013,2012,1,Tuesday,252,195
1172,nipigon red rock gazette,803.5,1.15,342.0,412.0,5.0,224.0,4,2014,2012,2,Tuesday,252,195
1173,nipigon red rock gazette,735.0,1.15,342.0,412.0,5.0,224.0,4.0,2015,2014,1,Tuesday,252,195
1174,nipigon red rock gazette,505.0,1.15,,412.0,5.0,224.0,4.0,2016,2015,1,Tuesday,252,195
1175,nipigon red rock gazette,501.0,1.15,,412.0,5.0,224.0,4.0,2017,2015,2,Tuesday,252,195
1176,nipigon red rock gazette,497.0,1.15,,412.0,5.0,224.0,4.0,2018,2017,1,Tuesday,252,195
1177,nipigon red rock gazette,,1.15,,412.0,5.0,224.0,4.0,2019,2017,2,Tuesday,252,195
1178,norfolk news,25704.0,1.16,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,253,196
1179,norfolk news,26013.0,1.16,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,253,196
1180,norfolk news,30318.0,1.16,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,253,196
1181,north bay nipissing news,,0.85,335.0,1160.0,10.0,175.0,10.0,2013,0,2013,Thursday,254,197
1182,north bay nipissing news,,0.93,1160.0,1160.0,10.0,161.0,10,2014,0,2014,Thursday,254,197
1183,north bay nipissing news,34614.0,0.93,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,254,197
1184,north york mirror,95435.0,7.73,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,255,198
1185,north york mirror,94915.0,7.73,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,256,198
1186,north york mirror,94743.0,8.44,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,256,198
1187,north york mirror,97046.0,8.44,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,256,198
1188,north york mirror,98013.0,8.44,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,256,198
1189,north york mirror,96965.0,8.44,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,256,198
1190,north york mirror,93930.5,8.69,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,256,198
1191,north york mirror,90896.0,8.69,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,256,198
1192,northumberland news,22752.0,2.55,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,257,199
1193,northumberland news,22785.0,2.78,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Friday,257,199
1194,northumberland news,22752.0,2.55,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,258,199
1195,northumberland news,22785.0,2.78,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,258,199
1196,northumberland news,22731.0,2.75,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,258,199
1197,northumberland news,22722.0,2.75,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,258,199
1198,northumberland news,22631.0,2.75,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,258,199
1199,northumberland news,,2.75,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,258,199
1200,northumberland news,,2.75,,1160.0,10.0,161.0,10.0,2019,2017,2,Thursday,258,199
1201,northumberland today.com,3806.0,1.12,118.0,353.0,10.0,301.0,3.0,2013,2012,1,Friday,259,200
1202,northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3,2014,2012,2,Friday,259,200
1203,northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3.0,2015,2013,2,Friday,259,200
1204,northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2016,2014,2,Friday,259,200
1205,northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2017,2015,2,Friday,259,200
1206,northumberland today.com,3806.0,1.12,118.0,353.0,10.0,301.0,3.0,2013,2012,1,Monday,260,200
1207,northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3,2014,2012,2,Monday,260,200
1208,northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3.0,2015,2013,2,Monday,260,200
1209,northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2016,2014,2,Monday,260,200
1210,northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2017,2015,2,Monday,260,200
1211,northumberland today.com,,1.51,118.0,353.0,10.0,301.0,3.0,2013,2011,2,Thursday,261,200
1212,northumberland today.com,,1.53,118.0,353.0,10.0,301.0,3,2014,2012,2,Thursday,261,200
1213,northumberland today.com,21618.0,1.53,118.0,353.0,10.0,301.0,3.0,2015,2014,1,Thursday,261,200
1214,northumberland today.com,,1.53,,353.0,10.0,287.0,10.0,2016,2014,2,Thursday,261,200
1215,northumberland today.com,,1.53,,353.0,10.0,287.0,10.0,2017,2015,2,Thursday,261,200
1216,northumberland today.com,3806.0,1.12,118.0,353.0,10.0,301.0,3.0,2013,2012,1,Tuesday,262,200
1217,northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3,2014,2012,2,Tuesday,262,200
1218,northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3.0,2015,2013,2,Tuesday,262,200
1219,northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2016,2014,2,Tuesday,262,200
1220,northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2017,2015,2,Tuesday,262,200
1221,northumberland today.com,3806.0,1.12,118.0,353.0,10.0,301.0,3.0,2013,2012,1,Wednesday,263,200
1222,northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3,2014,2012,2,Wednesday,263,200
1223,northumberland today.com,,1.14,118.0,353.0,10.0,301.0,3.0,2015,2013,2,Wednesday,263,200
1224,northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2016,2014,2,Wednesday,263,200
1225,northumberland today.com,,1.14,,353.0,10.0,287.0,10.0,2017,2015,2,Wednesday,263,200
1226,norwich gazette,876.0,0.71,176.0,529.0,9.0,160.0,3.0,2013,2012,1,Wednesday,264,201
1227,norwich gazette,843.0,0.71,176.0,529.0,9.0,160.0,3,2014,2013,1,Wednesday,264,201
1228,norwich gazette,751.5,0.73,182.0,546.0,9.0,160.0,3.0,2015,2013,2,Wednesday,264,201
1229,norwich gazette,660.0,0.73,,546.0,9.0,160.0,3.0,2016,2015,1,Wednesday,264,201
1230,norwich gazette,,0.73,,546.0,9.0,160.0,3.0,2017,2015,2,Wednesday,264,201
1231,norwich gazette,,0.73,,546.0,10.0,160.0,10.0,2018,2015,3,Wednesday,264,201
1232,nunavut news north,6159.0,2.03,200.0,550.0,6.0,215.0,5.0,2013,2012,1,Monday,265,202
1233,nunavut news north,6127.0,2.11,200.0,550.0,6.0,215.0,5,2014,2013,1,Monday,265,202
1234,nunavut news north,5744.25,2.11,200.0,550.0,6.0,215.0,5.0,2015,2013,2,Monday,265,202
1235,nunavut news north,5361.5,2.11,,550.0,6.0,215.0,5.0,2016,2014,2,Monday,265,202
1236,nunavut news north,4978.75,2.11,,456.0,6.0,215.0,5.0,2017,2015,2,Monday,265,202
1237,nunavut news north,4596.0,2.14,,,6.0,215.0,5.0,2018,2017,1,Monday,265,202
1238,nunavut news north,,2.14,,,6.0,215.0,5.0,2019,2017,2,Monday,265,202
1239,nwt news north,7981.0,2.0,200.0,550.0,6.0,215.0,5.0,2013,2012,1,Monday,266,203
1240,nwt news north,7779.0,2.06,200.0,550.0,6.0,215.0,5,2014,2013,1,Monday,266,203
1241,nwt news north,7111.0,2.06,200.0,550.0,6.0,215.0,5.0,2015,2014,1,Monday,266,203
1242,nwt news north,7558.0,2.06,,550.0,6.0,215.0,5.0,2016,2015,1,Monday,266,203
1243,nwt nunavut news north,14140.0,2.44,400.0,1100.0,6.0,215.0,5.0,2013,2012,1,Monday,267,204
1244,nwt nunavut news north,13906.0,2.57,400.0,1100.0,6.0,215.0,5,2014,2013,1,Monday,267,204
1245,nwt nunavut news north,12788.0,2.57,400.0,1100.0,6.0,215.0,5.0,2015,2014,1,Monday,267,204
1246,oakville beaver,51673.0,5.03,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,268,205
1247,oakville beaver,50895.0,5.49,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Friday,268,205
1248,oakville beaver,44296.0,5.49,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Friday,268,205
1249,oakville beaver,48236.0,6.2,,1160.0,10.0,161.0,10.0,2016,2015,1,Friday,268,205
1250,oakville beaver,51775.0,6.2,,1160.0,10.0,161.0,10.0,2017,2016,1,Friday,268,205
1251,oakville beaver,,6.2,,1160.0,10.0,161.0,10.0,2018,2016,2,Friday,268,205
1252,oakville beaver,50405.0,5.03,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,269,205
1253,oakville beaver,60289.0,6.2,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,269,205
1254,oakville beaver,52032.0,6.2,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,269,205
1255,oakville beaver,51864.0,6.2,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,269,205
1256,oakville beaver,51787.0,6.2,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,269,205
1257,oakville beaver,52474.0,6.2,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,269,205
1258,oakville beaver,53161.0,6.2,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,269,205
1259,oakville beaver,50419.0,5.03,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,270,205
1260,oakville beaver,50918.0,5.49,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Wednesday,270,205
1261,oakville north oakville today,32473.0,2.7,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,271,206
1262,ohsweken turtle island news,,1.59,182.0,776.0,5.0,200.0,4.0,2013,0,2013,Wednesday,272,207
1263,ohsweken turtle island news,,1.59,182.0,776.0,5.0,200.0,4,2014,0,2014,Wednesday,272,207
1264,ohsweken turtle island news,,1.59,182.0,776.0,6.0,164.0,5.0,2015,0,2015,Wednesday,272,207
1265,ohsweken turtle island news,,1.81,,776.0,6.0,164.0,5.0,2016,0,2016,Wednesday,272,207
1266,ohsweken turtle island news,,1.81,,776.0,6.0,164.0,5.0,2017,0,2017,Wednesday,272,207
1267,ohsweken turtle island news,,1.88,,776.0,6.0,164.0,5.0,2018,0,2018,Wednesday,272,207
1268,ohsweken turtle island news,,1.88,,776.0,6.0,164.0,5.0,2019,0,2019,Wednesday,272,207
1269,orangeville banner,23656.0,2.09,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,273,208
1270,orangeville banner,23359.0,2.28,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,273,208
1271,orangeville banner,22384.0,2.28,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,273,208
1272,orangeville banner,23324.0,2.28,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,273,208
1273,orangeville banner,23381.0,2.28,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,273,208
1274,orangeville banner,22591.5,2.28,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,273,208
1275,orangeville banner,21802.0,2.28,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,273,208
