,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,ID,ID2
773,kanata kourier standard,28642.0,1.33,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,159,124
774,kanata kourier standard,,1.33,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,159,124
775,kanata kourier standard,,1.33,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,159,124
776,kapuskasing northern times,2183.0,1.42,129.0,388.0,9.0,160.0,3.0,2013,2012,1,Thursday,160,125
777,kapuskasing northern times,1955.0,1.42,129.0,388.0,9.0,160.0,3,2014,2013,1,Thursday,160,125
778,kapuskasing northern times,1784.0,1.42,129.0,388.0,9.0,160.0,3.0,2015,2014,1,Thursday,160,125
779,kapuskasing northern times,1041.0,1.42,,388.0,9.0,160.0,3.0,2016,2015,1,Thursday,160,125
780,kapuskasing northern times,,1.42,,388.0,9.0,160.0,3.0,2017,2015,2,Thursday,160,125
781,kapuskasing northern times,,1.42,,388.0,9.0,160.0,3.0,2018,2015,3,Thursday,160,125
782,kapuskasing northern times weekender,9802.0,1.45,129.0,388.0,9.0,160.0,3.0,2013,2012,1,Thursday,161,126
783,kapuskasing northern times weekender,10454.0,1.45,129.0,388.0,9.0,160.0,3,2014,2013,1,Thursday,161,126
784,kapuskasing northern times weekender,9719.0,1.45,129.0,388.0,9.0,160.0,3.0,2015,2014,1,Thursday,161,126
785,kapuskasing northern times weekender,9061.0,1.45,,388.0,9.0,160.0,3.0,2016,2015,1,Thursday,161,126
786,kapuskasing northern times weekender,,1.45,,388.0,9.0,160.0,3.0,2017,2015,2,Thursday,161,126
787,kawartha lakes north durham caps community news,,0.94,88.0,265.0,6.0,188.0,5.0,2013,2010,3,Monthly,162,127
788,kawartha lakes this week,29305.0,2.85,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,163,128
789,kawartha lakes this week,29432.0,3.11,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,163,128
790,kawartha lakes this week,,3.11,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Thursday,163,128
791,kawartha lakes this week,,3.11,,1160.0,10.0,161.0,10.0,2016,2013,3,Thursday,163,128
792,kawartha lakes this week,,3.11,,1160.0,10.0,161.0,10.0,2017,2013,4,Thursday,163,128
793,kawartha lakes this week,,3.11,,1160.0,10.0,161.0,10.0,2018,2013,5,Thursday,163,128
794,kawartha lakes this week,,3.11,,1160.0,10.0,161.0,10.0,2019,2013,6,Thursday,163,128
795,kawartha lakes this week,21617.0,2.85,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Tuesday,164,128
796,kawartha lakes this week,11387.0,3.11,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Tuesday,164,128
797,kemptville advance,10391.0,0.8,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,165,129
798,kemptville advance,10422.5,0.56,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,165,129
799,kemptville advance,10454.0,0.66,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,165,129
800,kemptville advance,10518.0,0.66,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,165,129
801,kemptville advance,10582.0,0.66,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,165,129
802,kemptville advance,10646.0,0.66,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,165,129
803,kemptville advance,10710.0,0.66,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,165,129
804,kemptville north grenville times,,0.65,412.0,412.0,6.0,217.0,5,2014,0,2014,Wednesday,166,130
805,kemptville north grenville times,8837.0,0.88,,235.0,6.0,217.0,5.0,2019,2018,1,Wednesday,166,130
806,kenora lake of the woods enterprise,8735.0,1.32,94.0,618.0,10.0,160.0,10.0,2013,2012,1,Thursday,167,131
807,kenora lake of the woods enterprise,8534.333333333334,1.28,94.0,176.0,10.0,160.0,10,2014,2012,2,Thursday,167,131
808,kenora lake of the woods enterprise,8333.666666666666,1.28,94.0,176.0,10.0,160.0,10.0,2015,2013,2,Thursday,167,131
809,kenora lake of the woods enterprise,8133.0,1.28,,176.0,10.0,160.0,10.0,2016,2015,1,Thursday,167,131
810,kenora lake of the woods enterprise,,1.28,,176.0,10.0,160.0,10.0,2017,2015,2,Thursday,167,131
811,kenora lake of the woods enterprise,,1.28,,176.0,10.0,160.0,10.0,2018,2015,3,Thursday,167,131
812,kenora lake of the woods enterprise,,1.28,,176.0,10.0,160.0,10.0,2019,2015,4,Thursday,167,131
813,kincardine independent,2061.0,0.86,159.0,382.0,6.0,217.0,5.0,2013,2012,1,Wednesday,168,132
814,kincardine independent,,0.86,159.0,382.0,6.0,217.0,5,2014,2012,2,Wednesday,168,132
815,kincardine independent,,0.86,159.0,382.0,6.0,217.0,5.0,2015,2013,2,Wednesday,168,132
816,kincardine independent,,0.86,,382.0,6.0,217.0,5.0,2016,2014,2,Wednesday,168,132
817,kincardine independent,,0.86,,382.0,6.0,217.0,5.0,2017,2015,2,Wednesday,168,132
818,kincardine independent,,0.86,,382.0,6.0,217.0,5.0,2018,2016,2,Wednesday,168,132
819,kincardine independent,,0.86,,382.0,6.0,217.0,5.0,2019,2017,2,Wednesday,168,132
820,kincardine news,,0.87,153.0,309.0,9.0,160.0,3,2014,0,2014,Thursday,169,133
821,kincardine news,,0.87,153.0,309.0,9.0,160.0,3.0,2015,0,2015,Thursday,169,133
822,kincardine news,,0.87,,309.0,9.0,160.0,3.0,2016,2014,2,Thursday,169,133
823,kincardine news,,0.87,,309.0,9.0,160.0,3.0,2017,2015,2,Thursday,169,133
824,kincardine news,,0.87,,309.0,9.0,160.0,3.0,2018,2016,2,Thursday,169,133
825,kincardine news,,0.79,,309.0,10.0,160.0,10.0,2019,2016,3,Thursday,169,133
826,kincardine news,2440.0,0.84,153.0,309.0,9.0,160.0,3.0,2013,2012,1,Tuesday,170,133
827,king connection,,0.63,335.0,1160.0,10.0,175.0,10.0,2013,0,2013,Thursday,171,134
828,king connection,5877.0,0.71,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,171,134
829,king connection,7515.0,0.71,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,171,134
830,king connection,7590.0,0.71,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,171,134
831,king connection,6790.666666666667,0.71,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,171,134
832,king connection,5991.333333333333,0.71,,1160.0,10.0,161.0,10.0,2018,2015,3,Thursday,171,134
833,king connection,5192.0,0.71,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,171,134
834,king weekly sentinel,7533.0,0.91,88.0,176.0,8.0,301.0,,2014,2013,1,Thursday,172,135
835,king weekly sentinel,9800.0,0.57,88.0,176.0,8.0,301.0,,2015,2014,1,Thursday,172,135
836,king weekly sentinel,8663.0,0.57,,176.0,8.0,301.0,9.0,2016,2015,1,Thursday,172,135
837,king weekly sentinel,,0.57,,176.0,8.0,301.0,9.0,2017,2015,2,Thursday,172,135
838,king weekly sentinel,,0.57,,176.0,8.0,301.0,9.0,2018,2015,3,Thursday,172,135
839,king weekly sentinel,,0.57,,176.0,8.0,301.0,9.0,2019,2015,4,Thursday,172,135
840,king weekly sentinel,7023.0,1.21,158.0,473.0,6.0,210.0,5.0,2013,2012,1,Wednesday,173,135
841,kingston emc,44717.0,1.41,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,174,136
842,kingston frontenac this week,53186.0,3.92,194.0,429.0,9.0,160.0,3.0,2013,2012,1,Thursday,175,137
843,kingston frontenac this week,51716.0,3.99,194.0,429.0,9.0,160.0,3,2014,2012,2,Thursday,175,137
844,kingston frontenac this week,50246.0,3.99,194.0,429.0,9.0,160.0,3.0,2015,2014,1,Thursday,175,137
845,kingston frontenac this week,49707.0,3.99,,429.0,9.0,160.0,3.0,2016,2015,1,Thursday,175,137
846,kingston frontenac this week,48840.0,3.99,,429.0,9.0,160.0,3.0,2017,2016,1,Thursday,175,137
847,kingston frontenac this week,,3.99,,429.0,10.0,160.0,10.0,2018,2016,2,Thursday,175,137
848,kingston frontenac this week,,3.99,,429.0,10.0,160.0,10.0,2019,2016,3,Thursday,175,137
849,kingston heritage,,0.98,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,176,138
850,kingston heritage,,1.16,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Thursday,176,138
851,kingston heritage,,1.16,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,176,138
852,kingston heritage,,1.16,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,176,138
853,kingsville reporter,1647.0,0.69,129.0,412.0,6.0,203.0,5.0,2013,2012,1,Tuesday,177,139
854,kingsville reporter,1480.0,0.69,129.0,412.0,6.0,203.0,5,2014,2013,1,Tuesday,177,139
855,kingsville reporter,1333.0,0.73,136.0,408.0,6.0,203.0,5.0,2015,2014,1,Tuesday,177,139
856,kingsville reporter,1220.0,0.73,,408.0,6.0,203.0,5.0,2016,2015,1,Tuesday,177,139
857,kingsville reporter,1142.5,0.76,,428.0,6.0,203.0,5.0,2017,2015,2,Tuesday,177,139
858,kingsville reporter,1065.0,0.84,,428.0,6.0,203.0,5.0,2018,2017,1,Tuesday,177,139
859,kingsville reporter,978.0,0.84,,428.0,6.0,287.0,5.0,2019,2018,1,Tuesday,177,139
860,kirkland lake northern news,,0.73,,206.0,10.0,287.0,10.0,2016,0,2016,Friday,178,140
861,kirkland lake northern news,,0.73,,206.0,10.0,287.0,10.0,2017,0,2017,Friday,178,140
862,kirkland lake northern news,,0.73,,206.0,10.0,287.0,10.0,2018,0,2018,Friday,178,140
863,kirkland lake northern news,,0.73,,206.0,10.0,287.0,10.0,2016,0,2016,Monday,179,140
864,kirkland lake northern news,,0.73,,206.0,10.0,287.0,10.0,2017,0,2017,Monday,179,140
865,kirkland lake northern news,,0.73,,206.0,10.0,287.0,10.0,2018,0,2018,Monday,179,140
866,kirkland lake northern news,,0.73,,206.0,10.0,287.0,10.0,2016,0,2016,Wednesday,180,140
867,kirkland lake northern news,,0.73,,206.0,10.0,287.0,10.0,2017,0,2017,Wednesday,180,140
868,kirkland lake northern news,,0.73,,206.0,10.0,287.0,10.0,2018,0,2018,Wednesday,180,140
869,kirkland lake northern news this week,,0.82,,294.0,10.0,287.0,10.0,2016,0,2016,Friday,181,141
870,kirkland lake northern news this week,,0.82,,294.0,10.0,287.0,10.0,2017,0,2017,Friday,181,141
871,kirkland lake northern news this week,,0.82,,294.0,10.0,287.0,10.0,2018,0,2018,Friday,181,141
872,kitchener citizen,,3.18,353.0,1165.0,5.0,196.0,4.0,2013,0,2013,Monthly,182,142
873,kitchener citizen,,3.18,353.0,1165.0,5.0,196.0,4,2014,0,2014,Monthly,182,142
874,kitchener post,59197.0,2.44,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,183,143
875,kitchener post,,2.66,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Friday,183,143
876,kitchener post,59938.0,2.66,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,184,143
877,kitchener post,59209.0,2.66,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,184,143
878,kitchener post,58548.0,2.66,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,184,143
879,kitchener post,57887.0,2.66,,1160.0,10.0,161.0,10.0,2018,2017,1,Thursday,184,143
880,kitchener post,,2.66,,1160.0,10.0,161.0,10.0,2019,2017,2,Thursday,184,143
881,lakefield herald,,0.72,59.0,176.0,6.0,220.0,5,2014,2012,2,Firday,185,144
882,lakefield herald,1040.0,0.72,59.0,176.0,6.0,220.0,5.0,2013,2012,1,Friday,186,144
883,lakefield herald,875.0,0.72,59.0,176.0,6.0,220.0,5.0,2015,2014,1,Friday,186,144
884,lakefield herald,,0.72,,176.0,6.0,220.0,5.0,2016,2014,2,Friday,186,144
885,lakefield herald,,0.72,,176.0,6.0,220.0,5.0,2017,2015,2,Friday,186,144
886,lakefield herald,,0.72,,176.0,6.0,220.0,5.0,2018,2016,2,Friday,186,144
887,lakefield herald,,0.74,,176.0,6.0,220.0,5.0,2019,2016,3,Friday,186,144
888,lanark era,1225.0,0.71,188.0,753.0,6.0,217.0,5.0,2013,2012,1,Tuesday,187,145
889,lanark era,1104.5,0.71,188.0,753.0,6.0,217.0,5,2014,2012,2,Tuesday,187,145
890,lanark era,984.0,0.71,235.0,706.0,6.0,217.0,5.0,2015,2014,1,Tuesday,187,145
891,lanark era,964.0,0.71,,588.0,6.0,217.0,5.0,2016,2015,1,Tuesday,187,145
892,lanark era,922.0,0.71,,588.0,6.0,217.0,5.0,2017,2015,2,Tuesday,187,145
893,lanark era,880.0,0.73,,471.0,6.0,217.0,5.0,2018,2017,1,Tuesday,187,145
894,lanark era,,0.73,,471.0,6.0,217.0,5.0,2019,2017,2,Tuesday,187,145
895,lasalle post,11174.0,1.04,129.0,388.0,6.0,204.0,5.0,2013,2012,1,Friday,188,146
896,lasalle post,11196.5,1.04,129.0,388.0,6.0,204.0,5,2014,2012,2,Friday,188,146
897,lasalle post,11219.0,1.08,136.0,408.0,6.0,204.0,5.0,2015,2014,1,Friday,188,146
898,lasalle post,,1.08,,408.0,6.0,204.0,5.0,2016,2014,2,Friday,188,146
899,lasalle post,,1.14,,428.0,6.0,204.0,5.0,2017,2015,2,Friday,188,146
900,lasalle post,,1.25,,428.0,6.0,204.0,5.0,2018,2016,2,Friday,188,146
901,lasalle post,,1.25,,428.0,6.0,287.0,5.0,2019,2016,3,Friday,188,146
902,leamington southpoint sun,,1.06,294.0,529.0,6.0,204.0,5.0,2013,0,2013,Wednesday,189,147
903,leamington southpoint sun,,1.12,294.0,529.0,6.0,204.0,5,2014,2012,2,Wednesday,189,147
904,leamington southpoint sun,,1.12,294.0,529.0,6.0,204.0,5.0,2015,2013,2,Wednesday,189,147
905,leamington southpoint sun,10620.0,1.14,,529.0,6.0,204.0,5.0,2016,2015,1,Wednesday,189,147
906,leamington southpoint sun,10659.0,1.18,,529.0,6.0,204.0,5.0,2017,2016,1,Wednesday,189,147
907,leamington southpoint sun,,1.18,,529.0,6.0,204.0,5.0,2018,2016,2,Wednesday,189,147
908,leamington wheatley kingsville southpoint sun,,1.53,,529.0,6.0,204.0,5.0,2019,2016,3,Wednesday,190,148
909,lindsay post,19710.0,1.25,231.0,328.0,10.0,287.0,3.0,2013,2012,1,Friday,191,149
910,lindsay post,2112.0,0.99,229.0,328.0,10.0,287.0,3.0,2013,2012,1,Tuesday,192,149
911,listowel banner,2681.0,0.99,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,193,150
912,listowel banner,2485.0,1.08,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Wednesday,193,150
913,listowel banner,2289.0,1.08,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Wednesday,193,150
914,listowel banner,2126.0,1.08,,1160.0,10.0,161.0,10.0,2016,2015,1,Wednesday,193,150
915,listowel banner,1921.5,1.08,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,193,150
916,listowel banner,1717.0,1.08,,1160.0,10.0,161.0,10.0,2018,2017,1,Wednesday,193,150
917,listowel banner,1530.0,1.08,,1160.0,10.0,161.0,10.0,2019,2018,1,Wednesday,193,150
918,listowel independent plus,21964.0,1.16,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,194,151
919,listowel independent plus,22069.0,1.27,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,194,151
920,listowel independent plus,21956.0,1.27,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,194,151
921,listowel independent plus,22017.0,1.27,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,194,151
922,listowel independent plus,22592.0,1.27,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,194,151
923,listowel independent plus,28735.0,1.27,,1160.0,10.0,161.0,10.0,2018,2017,1,Thursday,194,151
924,listowel independent plus,23669.0,1.27,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,194,151
925,london community news,,2.15,335.0,1160.0,10.0,175.0,10.0,2013,0,2013,Thursday,195,152
926,london community news,,2.35,1160.0,1160.0,10.0,161.0,10,2014,0,2014,Thursday,195,152
927,london community news,129642.0,2.35,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,195,152
928,london our london,,2.35,,1160.0,10.0,161.0,10.0,2016,2013,3,Thursday,196,153
929,london our london,,2.35,,1160.0,10.0,161.0,10.0,2017,2013,4,Thursday,196,153
930,london the londoner,140154.0,2.94,294.0,882.0,9.0,160.0,3.0,2013,2012,1,Thursday,197,154
931,london the londoner,,2.94,294.0,882.0,9.0,160.0,3,2014,2012,2,Thursday,197,154
932,london the londoner,,2.94,147.0,412.0,9.0,160.0,3.0,2015,2013,2,Thursday,197,154
933,london the londoner,,2.35,,412.0,9.0,160.0,3.0,2016,2014,2,Thursday,197,154
934,london the londoner,,2.35,,412.0,9.0,160.0,3.0,2017,2015,2,Thursday,197,154
935,london the londoner,,2.35,,353.0,10.0,160.0,10.0,2018,2015,3,Thursday,197,154
936,london the londoner,,2.35,,353.0,10.0,160.0,10.0,2019,2015,4,Thursday,197,154
937,lucknow sentinel,1304.0,0.53,59.0,176.0,9.0,160.0,3.0,2013,2012,1,Wednesday,198,155
938,lucknow sentinel,1176.6666666666667,0.53,59.0,176.0,9.0,160.0,3,2014,2012,2,Wednesday,198,155
939,lucknow sentinel,1049.3333333333333,0.53,59.0,176.0,9.0,160.0,3.0,2015,2013,2,Wednesday,198,155
940,lucknow sentinel,922.0,0.53,,176.0,9.0,160.0,3.0,2016,2015,1,Wednesday,198,155
941,lucknow sentinel,,0.53,,176.0,9.0,160.0,3.0,2017,2015,2,Wednesday,198,155
942,lucknow sentinel,,0.53,,176.0,9.0,160.0,3.0,2018,2015,3,Wednesday,198,155
943,lucknow sentinel,,0.48,,176.0,10.0,160.0,10.0,2019,2015,4,Wednesday,198,155
944,manitoulin expositor,5519.0,0.97,212.0,635.0,6.0,225.0,5.0,2013,2012,1,Wednesday,199,156
945,manitoulin expositor,4916.0,0.98,224.0,635.0,6.0,225.0,5,2014,2013,1,Wednesday,199,156
946,manitoulin expositor,5055.0,1.0,224.0,635.0,6.0,225.0,5.0,2015,2013,2,Wednesday,199,156
947,manitoulin expositor,5194.0,1.01,,635.0,6.0,225.0,5.0,2016,2015,1,Wednesday,199,156
948,manitoulin expositor,,1.01,,635.0,6.0,225.0,5.0,2017,2015,2,Wednesday,199,156
949,manitoulin expositor,,1.01,,635.0,6.0,225.0,5.0,2018,2016,2,Wednesday,199,156
950,manitoulin expositor,,1.01,,635.0,6.0,225.0,5.0,2019,2016,3,Wednesday,199,156
951,manitoulin west recorder,1568.0,0.97,212.0,635.0,6.0,200.0,5.0,2013,2012,1,Friday,200,157
952,manitoulin west recorder,1421.0,0.98,224.0,635.0,6.0,200.0,5,2014,2013,1,Friday,200,157
953,manitoulin west recorder,1440.5,1.0,224.0,635.0,6.0,200.0,5.0,2015,2013,2,Friday,200,157
954,manitoulin west recorder,1460.0,1.01,,635.0,6.0,200.0,5.0,2016,2015,1,Friday,200,157
955,manitoulin west recorder,,1.01,,635.0,6.0,200.0,5.0,2017,2015,2,Friday,200,157
956,manitoulin west recorder,,1.01,,635.0,6.0,200.0,5.0,2018,2016,2,Friday,200,157
957,manitoulin west recorder,,1.01,,635.0,6.0,200.0,5.0,2019,2016,3,Friday,200,157
958,manitouwadge echo,,0.94,118.0,412.0,5.0,190.0,4.0,2013,2011,2,Wednesday,201,158
959,manitouwadge echo,365.0,0.92,118.0,412.0,4.0,142.0,4.0,2014,2013,1,Wednesday,201,158
960,manitouwadge echo,346.0,0.46,118.0,412.0,5.0,227.0,4.0,2015,2014,1,Wednesday,201,158
961,manitouwadge echo,,0.46,,412.0,5.0,182.0,4.0,2016,2014,2,Wednesday,201,158
962,manotick messenger,,1.21,,353.0,6.0,168.0,5.0,2018,2016,2,Friday,202,159
963,manotick messenger,,1.21,,353.0,6.0,168.0,5.0,2019,2016,3,Friday,202,159
964,manotick messenger,7789.0,0.88,206.0,412.0,6.0,220.0,5.0,2013,2012,1,Thursday,203,159
965,manotick messenger,7804.0,0.91,176.0,353.0,6.0,220.0,5,2014,2013,1,Thursday,203,159
966,manotick messenger,8089.0,0.91,176.0,353.0,6.0,220.0,5.0,2015,2014,1,Thursday,203,159
967,manotick messenger,9325.0,0.93,,353.0,6.0,220.0,5.0,2016,2015,1,Thursday,203,159
968,manotick messenger,9503.0,0.93,,353.0,6.0,220.0,5.0,2017,2016,1,Thursday,203,159
969,manotick news,10481.0,1.06,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,204,160
970,manotick news,10936.5,0.74,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,204,160
971,manotick news,11392.0,0.87,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,204,160
972,manotick news,,0.87,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,204,160
973,marathon mercury,963.0,1.04,153.0,576.0,5.0,222.0,4.0,2013,2012,1,Tuesday,205,161
974,marathon mercury,911.0,1.06,153.0,576.0,5.0,222.0,4,2014,2013,1,Tuesday,205,161
975,marathon mercury,855.0,1.08,153.0,576.0,5.0,222.0,4.0,2015,2014,1,Tuesday,205,161
976,marathon mercury,783.0,1.11,,576.0,5.0,222.0,4.0,2016,2015,1,Tuesday,205,161
977,marathon mercury,,1.11,,447.0,5.0,222.0,4.0,2017,2015,2,Tuesday,205,161
978,marathon mercury,,1.11,,447.0,5.0,222.0,4.0,2018,2016,2,Tuesday,205,161
979,marathon mercury,,1.11,,447.0,5.0,222.0,4.0,2019,2017,2,Tuesday,205,161
980,markham economist sun,67164.0,4.86,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Saturday,206,162
981,markham economist sun,67164.0,4.86,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,207,162
982,markham economist sun,67973.0,5.31,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,207,162
983,markham economist sun,69828.0,5.31,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,207,162
984,markham economist sun,70101.0,5.31,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,207,162
985,markham economist sun,70400.0,5.31,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,207,162
986,markham economist sun,70699.0,5.31,,1160.0,10.0,161.0,10.0,2018,2015,3,Thursday,207,162
987,markham economist sun,70998.0,5.31,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,207,162
988,markham economist sun stouffville sun tribune,79464.0,5.68,670.0,2320.0,10.0,175.0,10.0,2013,2012,1,Saturday,208,163
989,markham economist sun stouffville sun tribune,79464.0,5.68,670.0,2320.0,10.0,175.0,10.0,2013,2012,1,Thursday,209,163
990,markham economist sun stouffville sun tribune,81056.0,6.19,2320.0,2320.0,10.0,161.0,10,2014,2013,1,Thursday,209,163
991,markham economist sun stouffville sun tribune,83365.0,6.19,2320.0,2320.0,10.0,161.0,10.0,2015,2014,1,Thursday,209,163
992,markham economist sun stouffville sun tribune,83658.0,6.19,,2320.0,10.0,161.0,10.0,2016,2015,1,Thursday,209,163
993,markham economist sun stouffville sun tribune,84129.33333333333,6.19,,2320.0,10.0,161.0,10.0,2017,2015,2,Thursday,209,163
994,markham economist sun stouffville sun tribune,84600.66666666667,6.19,,2320.0,10.0,161.0,10.0,2018,2015,3,Thursday,209,163
995,markham economist sun stouffville sun tribune,85072.0,6.19,,2320.0,10.0,161.0,10.0,2019,2018,1,Thursday,209,163
996,meaford express,1267.0,1.5,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Wednesday,210,164
997,meaford express,,1.5,,1160.0,10.0,161.0,10.0,2016,2014,2,Wednesday,210,164
998,meaford express,,1.5,,1160.0,10.0,161.0,10.0,2017,2015,2,Wednesday,210,164
999,meaford express blue mountains courier herald,1260.0,1.81,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,211,165
1000,meaford express blue mountains courier herald,,1.5,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Wednesday,211,165
1001,meaford independent,1300.0,1.12,,176.0,6.0,168.0,5.0,2019,2018,1,Thursday,212,166
1002,middlesex banner,1349.0,0.79,144.0,475.0,5.0,217.0,4.0,2013,2012,1,Wednesday,213,167
1003,middlesex banner,1394.0,0.81,148.0,493.0,5.0,217.0,4,2014,2012,2,Wednesday,213,167
1004,middlesex banner,1439.0,1.31,153.0,511.0,4.0,175.0,8.0,2015,2014,1,Wednesday,213,167
1005,middlesex banner,1458.3333333333333,1.35,,529.0,4.0,175.0,8.0,2016,2014,2,Wednesday,213,167
1006,middlesex banner,1477.6666666666667,1.4,,549.0,4.0,175.0,8.0,2017,2015,2,Wednesday,213,167
1007,middlesex banner,1497.0,1.45,,549.0,4.0,175.0,8.0,2018,2017,1,Wednesday,213,167
1008,middlesex banner,,1.51,,549.0,4.0,175.0,8.0,2019,2017,2,Wednesday,213,167
1009,midland free press,20098.0,0.94,235.0,471.0,10.0,287.0,3.0,2013,2012,1,Thursday,214,168
1010,midland penetanguishene mirror,21369.0,2.88,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,215,169
1011,midland penetanguishene mirror,21354.0,3.15,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,215,169
1012,midland penetanguishene mirror,21459.0,3.15,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,215,169
1013,midland penetanguishene mirror,21636.0,3.15,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,215,169
1014,midland penetanguishene mirror,21775.0,3.15,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,215,169
1015,midland penetanguishene mirror,21771.0,3.15,,1160.0,10.0,161.0,10.0,2018,2017,1,Thursday,215,169
1016,midland penetanguishene mirror,21612.0,3.15,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,215,169
