,AdvNewspaper,Issued,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year
631,grand bend lakeshore advance,Wednesday,908,0.73,,353.0,9.0,160.0,3.0,2016
632,grand bend lakeshore advance,Wednesday,908,0.73,,353.0,9.0,160.0,3.0,2017
633,grand bend lakeshore advance,Wednesday,908,0.73,,353.0,9.0,160.0,3.0,2018
634,gravenhurst banner,Wednesday,1546,1.14,335.0,1160.0,10.0,301.0,10.0,2013
635,gravenhurst banner,Thursday,5492,1.87,1160.0,1160.0,10.0,161.0,10,2014
636,gravenhurst banner,Thursday,5516,1.87,1160.0,1160.0,10.0,161.0,10.0,2015
637,gravenhurst banner,Thursday,5392,1.87,,1160.0,10.0,161.0,10.0,2016
638,gravenhurst banner,Thursday,5564,1.87,,1160.0,10.0,161.0,10.0,2017
639,gravenhurst banner,Thursday,5412,1.87,,1160.0,10.0,161.0,10.0,2018
640,gravenhurst banner,Thursday,5412,1.87,,1160.0,10.0,161.0,10.0,2019
641,grey bruce this week,Thursday,31665,1.47,59.0,59.0,9.0,160.0,3.0,2015
642,grey bruce this week,Thursday,31665,1.47,,59.0,9.0,160.0,3.0,2016
643,grey bruce this week,Thursday,29783,1.47,,59.0,9.0,160.0,3.0,2017
644,grey bruce this week,Thursday,29783,1.47,,59.0,9.0,160.0,3.0,2018
645,grey bruce this week,Thursday,29783,1.33,,59.0,10.0,160.0,10.0,2019
646,grimsby lincoln news,Wednesday,23850,2.36,1160.0,1160.0,10.0,147.0,10,2014
647,grimsby lincoln news,Wednesday,23850,2.36,1160.0,1160.0,10.0,147.0,10.0,2015
648,grimsby lincoln news,Tuesday,23974,2.36,,1160.0,10.0,147.0,10.0,2016
649,grimsby lincoln news,Tuesday,23974,2.36,,1160.0,10.0,147.0,10.0,2017
650,grimsby lincoln news,Tuesday,22939,2.36,,1160.0,10.0,147.0,10.0,2018
651,grimsby lincoln west lincoln news now,Thursday,25116,1.01,147.0,324.0,6.0,210.0,5,2014
652,grimsby lincoln west lincoln news now,Thursday,25116,1.33,147.0,324.0,6.0,160.0,5.0,2015
653,grimsby lincoln west lincoln news now,Thursday,25116,1.33,,324.0,6.0,160.0,5.0,2016
654,grimsby lincoln west lincoln news now,Thursday,25116,1.33,,324.0,6.0,160.0,5.0,2017
655,grimsby lincoln west lincoln news now,Thursday,25116,1.33,,324.0,6.0,160.0,5.0,2018
656,grimsby lincoln west lincoln news now,Thursday,25116,1.33,,324.0,6.0,160.0,5.0,2019
657,guelph mercury tribune,Tuesday,39098,1.84,335.0,1160.0,10.0,175.0,10.0,2013
658,guelph mercury tribune,Thursday,44263,2.22,1160.0,1160.0,10.0,161.0,10,2014
659,guelph mercury tribune,Tuesday,39475,2.01,1160.0,1160.0,10.0,161.0,10,2014
660,guelph mercury tribune,Thursday,44326,2.22,1160.0,1160.0,10.0,161.0,10.0,2015
661,guelph mercury tribune,Tuesday,39150,2.01,1160.0,1160.0,10.0,161.0,10.0,2015
662,guelph mercury tribune,Thursday,43993,2.22,,1160.0,10.0,161.0,10.0,2016
663,guelph mercury tribune,Tuesday,39091,2.01,,1160.0,10.0,161.0,10.0,2016
664,guelph mercury tribune,Thursday,43993,2.22,,1160.0,10.0,161.0,10.0,2017
665,guelph mercury tribune,Tuesday,39091,2.01,,1160.0,10.0,161.0,10.0,2017
666,guelph mercury tribune,Thursday,43515,2.22,,1160.0,10.0,161.0,10.0,2018
667,guelph mercury tribune,Tuesday,38751,2.01,,1160.0,10.0,161.0,10.0,2018
668,guelph mercury tribune,Thursday,43257,2.22,,1160.0,10.0,161.0,10.0,2019
669,guelph mercury tribune,Tuesday,38508,2.01,,1160.0,10.0,161.0,10.0,2019
670,hagersville cayuga haldimand press,Wednesday,3610,0.77,118.0,294.0,6.0,294.0,2.0,2013
671,hagersville cayuga haldimand press,Wednesday,3375,0.77,118.0,294.0,6.0,294.0,2,2014
672,hagersville cayuga haldimand press,Wednesday,3152,0.72,118.0,294.0,6.0,294.0,2.0,2015
673,hagersville cayuga haldimand press,Thursday,3134,0.84,,294.0,6.0,294.0,2.0,2016
674,hagersville cayuga haldimand press,Thursday,3073,0.84,,294.0,6.0,294.0,2.0,2017
675,haldimand county haldimand press,Thursday,3395,0.84,,294.0,6.0,294.0,2.0,2018
676,haldimand county haldimand press,Thursday,3326,0.84,,294.0,6.0,294.0,2.0,2019
677,haldimand county the sachem,Thursday,20724,1.46,335.0,1160.0,10.0,175.0,10.0,2013
678,haldimand county the sachem,Thursday,21102,1.6,1160.0,1160.0,10.0,161.0,10,2014
679,haldimand county the sachem,Thursday,21243,1.6,1160.0,1160.0,10.0,161.0,10.0,2015
680,haldimand county the sachem,Thursday,20967,1.6,,1160.0,10.0,161.0,10.0,2016
681,haldimand county the sachem,Thursday,20866,1.6,,1160.0,10.0,161.0,10.0,2017
682,haldimand county the sachem,Thursday,21943,1.6,,1160.0,10.0,161.0,10.0,2018
683,haldimand county the sachem,Thursday,21943,1.6,,1160.0,10.0,161.0,10.0,2019
684,haliburton county echo,Tuesday,2777,0.65,141.0,353.0,9.0,158.0,3.0,2013
685,haliburton county echo,Tuesday,2520,0.65,141.0,353.0,9.0,158.0,3,2014
686,haliburton county echo,Tuesday,2164,0.55,141.0,353.0,9.0,189.0,3.0,2015
687,haliburton county echo,Tuesday,1991,0.55,,176.0,9.0,189.0,3.0,2016
688,haliburton county echo,Tuesday,2095,0.55,,176.0,9.0,189.0,3.0,2017
689,haliburton county echo,Tuesday,2013,0.55,,176.0,9.0,189.0,3.0,2018
690,haliburton county echo,Tuesday,1953,0.55,,176.0,9.0,189.0,3.0,2019
691,haliburton county life,Thursday,6372,0.41,,176.0,9.0,189.0,3.0,2018
692,haliburton county life,Thursday,6372,0.41,,176.0,9.0,189.0,3.0,2019
693,haliburton highlander,Thursday,7312,0.95,88.0,88.0,6.0,213.0,5.0,2013
694,haliburton highlander,Thursday,6727,1.61,104.0,104.0,4.0,189.0,8,2014
695,haliburton highlander,Thursday,7430,1.61,104.0,104.0,4.0,189.0,8.0,2015
696,haliburton highlander,Thursday,8104,1.61,,104.0,4.0,189.0,8.0,2016
697,haliburton highlander,Thursday,7313,1.61,,104.0,4.0,189.0,8.0,2017
698,haliburton highlander,Thursday,8722,1.61,,104.0,4.0,189.0,8.0,2018
699,haliburton highlander,Thursday,8798,1.61,,104.0,4.0,189.0,8.0,2019
700,hamilton burlington bay observer,Monthly,28246,2.46,118.0,294.0,6.0,216.0,5.0,2013
701,hamilton burlington bay observer,Monthly,28246,2.46,118.0,294.0,6.0,216.0,5,2014
702,hamilton burlington bay observer,Monthly,28246,2.46,,,6.0,216.0,5.0,2015
703,hamilton burlington bay observer,Monthly,28246,2.46,,,6.0,216.0,5.0,2016
704,hamilton burlington bay observer,Monthly,28246,2.46,,,6.0,216.0,5.0,2017
705,hamilton burlington bay observer,Monthly,28246,2.46,,,6.0,216.0,5.0,2018
706,hamilton burlington bay observer,Monthly,28246,2.46,,,6.0,216.0,5.0,2019
707,hamilton mountain news,Thursday,50291,2.8,335.0,1160.0,10.0,175.0,10.0,2013
708,hamilton mountain news,Thursday,50300,3.06,1160.0,1160.0,10.0,161.0,10,2014
709,hamilton mountain news,Thursday,50557,3.06,1160.0,1160.0,10.0,161.0,10.0,2015
710,hamilton mountain news,Thursday,50057,3.06,,1160.0,10.0,161.0,10.0,2016
711,hamilton mountain news,Thursday,50062,3.06,,1160.0,10.0,161.0,10.0,2017
712,hamilton mountain news,Thursday,49984,3.06,,1160.0,10.0,161.0,10.0,2018
713,hamilton mountain news,Thursday,49497,3.06,,1160.0,10.0,161.0,10.0,2019
714,hanover the post,Thursday,15268,0.93,188.0,424.0,9.0,160.0,3.0,2013
715,hanover the post,Thursday,15304,0.93,188.0,424.0,9.0,160.0,3,2014
716,hanover the post,Thursday,15542,0.93,188.0,424.0,9.0,160.0,3.0,2015
717,hanover the post,Thursday,15604,0.93,,424.0,9.0,160.0,3.0,2016
718,hanover the post,Thursday,15479,0.93,,424.0,9.0,160.0,3.0,2017
719,hanover the post,Thursday,15588,0.93,,424.0,9.0,160.0,3.0,2018
720,hanover the post,Thursday,15588,0.84,,424.0,10.0,160.0,10.0,2019
721,harrow news,Tuesday,1319,0.48,118.0,235.0,6.0,208.0,5.0,2013
722,harrow news,Tuesday,1268,0.49,118.0,235.0,6.0,208.0,5,2014
723,harrow news,Tuesday,1288,0.51,118.0,235.0,6.0,208.0,5.0,2015
724,harrow news,Tuesday,1251,0.52,,235.0,6.0,208.0,5.0,2016
725,harrow news,Tuesday,1224,0.52,,235.0,6.0,208.0,5.0,2017
726,harrow news,Tuesday,1241,0.53,,235.0,6.0,208.0,5.0,2018
727,harrow news,Tuesday,1221,0.53,,235.0,6.0,208.0,5.0,2019
728,hawkesbury le carillon,Friday,19500,1.13,,353.0,8.0,175.0,,2017
729,hawkesbury le carillon,Thursday,14900,1.15,,353.0,8.0,175.0,,2018
730,hawkesbury le carillon,Thursday,14900,1.18,,353.0,8.0,200.0,,2019
731,hornepayne jackfish journal,Wednesday,293,0.67,100.0,329.0,5.0,196.0,4.0,2013
732,hornepayne jackfish journal,Wednesday,293,0.67,100.0,329.0,5.0,196.0,4,2014
733,hornepayne jackfish journal,Wednesday,265,0.67,100.0,329.0,5.0,196.0,4.0,2015
734,hornepayne jackfish journal,Wednesday,265,0.67,,329.0,5.0,196.0,4.0,2016
735,hornepayne jackfish journal,Wednesday,254,0.67,,329.0,5.0,196.0,4.0,2017
736,hornepayne wicksteed weekly,Wednesday,200,0.72,,118.0,5.0,185.0,4.0,2019
737,huntsville forester,Wednesday,4656,1.05,335.0,1160.0,10.0,301.0,10.0,2013
738,huntsville forester,Thursday,9535,2.29,1160.0,1160.0,10.0,161.0,10,2014
739,huntsville forester,Thursday,10310,2.29,1160.0,1160.0,10.0,161.0,,2015
740,huntsville forester,Thursday,9569,2.29,,1160.0,10.0,161.0,10.0,2016
741,huntsville forester,Thursday,9569,2.29,,1160.0,10.0,161.0,10.0,2017
742,huntsville forester,Thursday,9405,2.29,,1160.0,10.0,161.0,10.0,2018
743,huntsville forester,Thursday,9443,2.29,,1160.0,10.0,161.0,10.0,2019
744,ignace driftwood,Wednesday,365,0.38,41.0,124.0,6.0,220.0,5.0,2013
745,ignace driftwood,Wednesday,363,0.38,41.0,124.0,6.0,220.0,5,2014
746,ignace driftwood,Wednesday,337,0.38,41.0,124.0,6.0,220.0,5.0,2015
747,ignace driftwood,Wednesday,314,0.38,,124.0,6.0,220.0,5.0,2016
748,ignace driftwood,Wednesday,303,0.38,,124.0,6.0,220.0,5.0,2017
749,ingersoll times,Wednesday,1032,0.92,176.0,529.0,9.0,160.0,3.0,2013
750,ingersoll times,Wednesday,883,0.92,176.0,529.0,9.0,160.0,3,2014
751,ingersoll times,Wednesday,728,0.94,182.0,546.0,9.0,160.0,3.0,2015
752,ingersoll times,Wednesday,532,0.94,,546.0,9.0,160.0,3.0,2016
753,ingersoll times,Wednesday,532,0.94,,546.0,9.0,160.0,3.0,2017
754,ingersoll times,Wednesday,532,0.94,,546.0,10.0,160.0,10.0,2018
755,innisfil journal,Thursday,10726,1.37,335.0,1160.0,10.0,175.0,10.0,2013
756,innisfil journal,Thursday,10785,1.5,1160.0,1160.0,10.0,161.0,10,2014
757,innisfil journal,Thursday,10998,1.5,1160.0,1160.0,10.0,161.0,10.0,2015
758,innisfil journal,Thursday,11376,1.5,,1160.0,10.0,161.0,10.0,2016
759,innisfil journal,Thursday,11661,1.5,,1160.0,10.0,161.0,10.0,2017
760,innisfil journal,Thursday,11848,1.5,,1160.0,10.0,161.0,10.0,2018
761,innisfil journal,Thursday,11849,1.5,,1160.0,10.0,161.0,10.0,2019
762,innisfil scope,Wednesday,12645,1.4,158.0,473.0,6.0,210.0,5.0,2013
763,innisfil scope,Wednesday,12533,1.4,88.0,176.0,6.0,210.0,5,2014
764,iroquois falls enterprise,Thursday,2232,0.51,212.0,529.0,10.0,292.0,3.0,2013
765,iroquois falls enterprise,Thursday,2172,0.52,212.0,529.0,10.0,292.0,3,2014
766,iroquois falls enterprise,Thursday,2138,0.53,212.0,529.0,10.0,292.0,3.0,2015
767,iroquois falls enterprise,Thursday,1951,0.54,,529.0,10.0,292.0,3.0,2016
768,iroquois falls enterprise,Thursday,1883,0.55,,529.0,10.0,292.0,3.0,2017
769,iroquois falls enterprise,Thursday,1724,0.56,,471.0,10.0,292.0,3.0,2018
770,iroquois falls enterprise,Thursday,1598,0.58,,471.0,10.0,292.0,3.0,2019
771,kanata kourier standard,Thursday,26227,1.62,335.0,1160.0,6.0,218.0,5.0,2013
772,kanata kourier standard,Thursday,26702,1.13,1160.0,1160.0,10.0,189.0,10,2014
773,kanata kourier standard,Thursday,28642,1.33,1160.0,1160.0,10.0,161.0,10.0,2015
774,kanata kourier standard,Thursday,29010,1.33,,1160.0,10.0,161.0,10.0,2016
775,kanata kourier standard,Thursday,29024,1.33,,1160.0,10.0,161.0,10.0,2017
776,kapuskasing northern times,Thursday,2183,1.42,129.0,388.0,9.0,160.0,3.0,2013
777,kapuskasing northern times,Thursday,1955,1.42,129.0,388.0,9.0,160.0,3,2014
778,kapuskasing northern times,Thursday,1784,1.42,129.0,388.0,9.0,160.0,3.0,2015
779,kapuskasing northern times,Thursday,1041,1.42,,388.0,9.0,160.0,3.0,2016
780,kapuskasing northern times,Thursday,924,1.42,,388.0,9.0,160.0,3.0,2017
781,kapuskasing northern times,Thursday,9537,1.42,,388.0,9.0,160.0,3.0,2018
782,kapuskasing northern times weekender,Thursday,9802,1.45,129.0,388.0,9.0,160.0,3.0,2013
783,kapuskasing northern times weekender,Thursday,10454,1.45,129.0,388.0,9.0,160.0,3,2014
784,kapuskasing northern times weekender,Thursday,9719,1.45,129.0,388.0,9.0,160.0,3.0,2015
785,kapuskasing northern times weekender,Thursday,9061,1.45,,388.0,9.0,160.0,3.0,2016
786,kapuskasing northern times weekender,Thursday,9423,1.45,,388.0,9.0,160.0,3.0,2017
787,kawartha lakes north durham caps community news,Monthly,21269,0.94,88.0,265.0,6.0,188.0,5.0,2013
788,kawartha lakes this week,Thursday,29305,2.85,335.0,1160.0,10.0,175.0,10.0,2013
789,kawartha lakes this week,Tuesday,21617,2.85,335.0,1160.0,10.0,175.0,10.0,2013
790,kawartha lakes this week,Thursday,29432,3.11,1160.0,1160.0,10.0,161.0,10,2014
791,kawartha lakes this week,Tuesday,11387,3.11,1160.0,1160.0,10.0,161.0,10,2014
792,kawartha lakes this week,Thursday,29432,3.11,1160.0,1160.0,10.0,161.0,10.0,2015
793,kawartha lakes this week,Thursday,29432,3.11,,1160.0,10.0,161.0,10.0,2016
794,kawartha lakes this week,Thursday,29432,3.11,,1160.0,10.0,161.0,10.0,2017
795,kawartha lakes this week,Thursday,29432,3.11,,1160.0,10.0,161.0,10.0,2018
796,kawartha lakes this week,Thursday,29432,3.11,,1160.0,10.0,161.0,10.0,2019
797,kemptville advance,Thursday,10391,0.8,335.0,1160.0,6.0,218.0,5.0,2013
798,kemptville advance,Thursday,9467,0.56,1160.0,1160.0,10.0,189.0,10,2014
799,kemptville advance,Thursday,10454,0.66,1160.0,1160.0,10.0,161.0,10.0,2015
800,kemptville advance,Thursday,10471,0.66,,1160.0,10.0,161.0,10.0,2016
801,kemptville advance,Thursday,10640,0.66,,1160.0,10.0,161.0,10.0,2017
802,kemptville advance,Thursday,10676,0.66,,1160.0,10.0,161.0,10.0,2018
803,kemptville advance,Thursday,10710,0.66,,1160.0,10.0,161.0,10.0,2019
804,kemptville north grenville times,Wednesday,6265,0.65,412.0,412.0,6.0,217.0,5,2014
805,kemptville north grenville times,Wednesday,8837,0.88,,235.0,6.0,217.0,5.0,2019
806,kenora lake of the woods enterprise,Thursday,8735,1.32,94.0,618.0,10.0,160.0,10.0,2013
807,kenora lake of the woods enterprise,Thursday,8735,1.28,94.0,176.0,10.0,160.0,10,2014
808,kenora lake of the woods enterprise,Thursday,8735,1.28,94.0,176.0,10.0,160.0,10.0,2015
809,kenora lake of the woods enterprise,Thursday,8133,1.28,,176.0,10.0,160.0,10.0,2016
810,kenora lake of the woods enterprise,Thursday,7893,1.28,,176.0,10.0,160.0,10.0,2017
811,kenora lake of the woods enterprise,Thursday,7893,1.28,,176.0,10.0,160.0,10.0,2018
812,kenora lake of the woods enterprise,Thursday,7893,1.28,,176.0,10.0,160.0,10.0,2019
813,kincardine independent,Wednesday,2061,0.86,159.0,382.0,6.0,217.0,5.0,2013
814,kincardine independent,Wednesday,2394,0.86,159.0,382.0,6.0,217.0,5,2014
815,kincardine independent,Wednesday,2369,0.86,159.0,382.0,6.0,217.0,5.0,2015
816,kincardine independent,Wednesday,2185,0.86,,382.0,6.0,217.0,5.0,2016
817,kincardine independent,Wednesday,1988,0.86,,382.0,6.0,217.0,5.0,2017
818,kincardine independent,Wednesday,1749,0.86,,382.0,6.0,217.0,5.0,2018
819,kincardine independent,Wednesday,1622,0.86,,382.0,6.0,217.0,5.0,2019
820,kincardine news,Tuesday,2440,0.84,153.0,309.0,9.0,160.0,3.0,2013
821,kincardine news,Thursday,7000,0.87,153.0,309.0,9.0,160.0,3,2014
822,kincardine news,Thursday,7000,0.87,153.0,309.0,9.0,160.0,3.0,2015
823,kincardine news,Thursday,6065,0.87,,309.0,9.0,160.0,3.0,2016
824,kincardine news,Thursday,5854,0.87,,309.0,9.0,160.0,3.0,2017
825,kincardine news,Thursday,5823,0.87,,309.0,9.0,160.0,3.0,2018
826,kincardine news,Thursday,5823,0.79,,309.0,10.0,160.0,10.0,2019
827,king connection,Thursday,7342,0.63,335.0,1160.0,10.0,175.0,10.0,2013
828,king connection,Thursday,5877,0.71,1160.0,1160.0,10.0,161.0,10,2014
829,king connection,Thursday,7515,0.71,1160.0,1160.0,10.0,161.0,10.0,2015
830,king connection,Thursday,7590,0.71,,1160.0,10.0,161.0,10.0,2016
831,king connection,Thursday,6091,0.71,,1160.0,10.0,161.0,10.0,2017
832,king connection,Thursday,6091,0.71,,1160.0,10.0,161.0,10.0,2018
833,king connection,Thursday,5192,0.71,,1160.0,10.0,161.0,10.0,2019
834,king weekly sentinel,Wednesday,7023,1.21,158.0,473.0,6.0,210.0,5.0,2013
835,king weekly sentinel,Thursday,7533,0.91,88.0,176.0,8.0,301.0,,2014
836,king weekly sentinel,Thursday,9800,0.57,88.0,176.0,8.0,301.0,,2015
837,king weekly sentinel,Thursday,8663,0.57,,176.0,8.0,301.0,9.0,2016
838,king weekly sentinel,Thursday,9763,0.57,,176.0,8.0,301.0,9.0,2017
839,king weekly sentinel,Thursday,9763,0.57,,176.0,8.0,301.0,9.0,2018
840,king weekly sentinel,Thursday,9763,0.57,,176.0,8.0,301.0,9.0,2019
841,kingston emc,Thursday,44717,1.41,335.0,1160.0,6.0,218.0,5.0,2013
842,kingston frontenac this week,Thursday,53186,3.92,194.0,429.0,9.0,160.0,3.0,2013
843,kingston frontenac this week,Thursday,51478,3.99,194.0,429.0,9.0,160.0,3,2014
844,kingston frontenac this week,Thursday,50246,3.99,194.0,429.0,9.0,160.0,3.0,2015
845,kingston frontenac this week,Thursday,49707,3.99,,429.0,9.0,160.0,3.0,2016
846,kingston frontenac this week,Thursday,48840,3.99,,429.0,9.0,160.0,3.0,2017
847,kingston frontenac this week,Thursday,48741,3.99,,429.0,10.0,160.0,10.0,2018
848,kingston frontenac this week,Thursday,48741,3.99,,429.0,10.0,160.0,10.0,2019
849,kingston heritage,Thursday,47070,0.98,1160.0,1160.0,10.0,189.0,10,2014
850,kingston heritage,Thursday,47010,1.16,1160.0,1160.0,10.0,161.0,10.0,2015
851,kingston heritage,Thursday,46251,1.16,,1160.0,10.0,161.0,10.0,2016
852,kingston heritage,Thursday,46061,1.16,,1160.0,10.0,161.0,10.0,2017
853,kingsville reporter,Tuesday,1647,0.69,129.0,412.0,6.0,203.0,5.0,2013
854,kingsville reporter,Tuesday,1480,0.69,129.0,412.0,6.0,203.0,5,2014
855,kingsville reporter,Tuesday,1333,0.73,136.0,408.0,6.0,203.0,5.0,2015
856,kingsville reporter,Tuesday,1220,0.73,,408.0,6.0,203.0,5.0,2016
857,kingsville reporter,Tuesday,1220,0.76,,428.0,6.0,203.0,5.0,2017
858,kingsville reporter,Tuesday,1065,0.84,,428.0,6.0,203.0,5.0,2018
859,kingsville reporter,Tuesday,978,0.84,,428.0,6.0,287.0,5.0,2019
860,kirkland lake northern news,Monday/Wednesday/Friday,1679,0.73,,206.0,10.0,287.0,10.0,2016
861,kirkland lake northern news,Monday/Wednesday/Friday,1679,0.73,,206.0,10.0,287.0,10.0,2016
862,kirkland lake northern news,Monday/Wednesday/Friday,1679,0.73,,206.0,10.0,287.0,10.0,2016
863,kirkland lake northern news,Monday/Wednesday/Friday,1679,0.73,,206.0,10.0,287.0,10.0,2017
864,kirkland lake northern news,Monday/Wednesday/Friday,1679,0.73,,206.0,10.0,287.0,10.0,2017
865,kirkland lake northern news,Monday/Wednesday/Friday,1679,0.73,,206.0,10.0,287.0,10.0,2017
866,kirkland lake northern news,Monday/Wednesday/Friday,1105,0.73,,206.0,10.0,287.0,10.0,2018
867,kirkland lake northern news,Monday/Wednesday/Friday,1105,0.73,,206.0,10.0,287.0,10.0,2018
868,kirkland lake northern news,Monday/Wednesday/Friday,1105,0.73,,206.0,10.0,287.0,10.0,2018
869,kirkland lake northern news this week,Friday,9118,0.82,,294.0,10.0,287.0,10.0,2016
870,kirkland lake northern news this week,Friday,9118,0.82,,294.0,10.0,287.0,10.0,2017
871,kirkland lake northern news this week,Friday,8544,0.82,,294.0,10.0,287.0,10.0,2018
872,kitchener citizen,Monthly,66000,3.18,353.0,1165.0,5.0,196.0,4.0,2013
873,kitchener citizen,Monthly,66000,3.18,353.0,1165.0,5.0,196.0,4,2014
874,kitchener post,Friday,59197,2.44,335.0,1160.0,10.0,175.0,10.0,2013
875,kitchener post,Friday,59153,2.66,1160.0,1160.0,10.0,161.0,10,2014
876,kitchener post,Thursday,59938,2.66,1160.0,1160.0,10.0,161.0,10.0,2015
877,kitchener post,Thursday,59209,2.66,,1160.0,10.0,161.0,10.0,2016
878,kitchener post,Thursday,59209,2.66,,1160.0,10.0,161.0,10.0,2017
879,kitchener post,Thursday,57887,2.66,,1160.0,10.0,161.0,10.0,2018
880,kitchener post,Thursday,59793,2.66,,1160.0,10.0,161.0,10.0,2019
881,lakefield herald,Friday,1040,0.72,59.0,176.0,6.0,220.0,5.0,2013
882,lakefield herald,Firday,1012,0.72,59.0,176.0,6.0,220.0,5,2014
883,lakefield herald,Friday,875,0.72,59.0,176.0,6.0,220.0,5.0,2015
884,lakefield herald,Friday,877,0.72,,176.0,6.0,220.0,5.0,2016
885,lakefield herald,Friday,1032,0.72,,176.0,6.0,220.0,5.0,2017
886,lakefield herald,Friday,933,0.72,,176.0,6.0,220.0,5.0,2018
887,lakefield herald,Friday,933,0.74,,176.0,6.0,220.0,5.0,2019
888,lanark era,Tuesday,1225,0.71,188.0,753.0,6.0,217.0,5.0,2013
889,lanark era,Tuesday,1225,0.71,188.0,753.0,6.0,217.0,5,2014
890,lanark era,Tuesday,984,0.71,235.0,706.0,6.0,217.0,5.0,2015
891,lanark era,Tuesday,964,0.71,,588.0,6.0,217.0,5.0,2016
892,lanark era,Tuesday,978,0.71,,588.0,6.0,217.0,5.0,2017
893,lanark era,Tuesday,880,0.73,,471.0,6.0,217.0,5.0,2018
894,lanark era,Tuesday,880,0.73,,471.0,6.0,217.0,5.0,2019
895,lasalle post,Friday,11174,1.04,129.0,388.0,6.0,204.0,5.0,2013
896,lasalle post,Friday,11219,1.04,129.0,388.0,6.0,204.0,5,2014
897,lasalle post,Friday,11219,1.08,136.0,408.0,6.0,204.0,5.0,2015
898,lasalle post,Friday,11219,1.08,,408.0,6.0,204.0,5.0,2016
899,lasalle post,Friday,11219,1.14,,428.0,6.0,204.0,5.0,2017
900,lasalle post,Friday,11219,1.25,,428.0,6.0,204.0,5.0,2018
901,lasalle post,Friday,11219,1.25,,428.0,6.0,287.0,5.0,2019
902,leamington southpoint sun,Wednesday,10800,1.06,294.0,529.0,6.0,204.0,5.0,2013
903,leamington southpoint sun,Wednesday,9881,1.12,294.0,529.0,6.0,204.0,5,2014
904,leamington southpoint sun,Wednesday,10384,1.12,294.0,529.0,6.0,204.0,5.0,2015
905,leamington southpoint sun,Wednesday,10620,1.14,,529.0,6.0,204.0,5.0,2016
906,leamington southpoint sun,Wednesday,10659,1.18,,529.0,6.0,204.0,5.0,2017
907,leamington southpoint sun,Wednesday,10672,1.18,,529.0,6.0,204.0,5.0,2018
908,leamington wheatley kingsville southpoint sun,Wednesday,16300,1.53,,529.0,6.0,204.0,5.0,2019
909,lindsay post,Friday,19710,1.25,231.0,328.0,10.0,287.0,3.0,2013
910,lindsay post,Tuesday,2112,0.99,229.0,328.0,10.0,287.0,3.0,2013
911,listowel banner,Wednesday,2681,0.99,335.0,1160.0,10.0,175.0,10.0,2013
912,listowel banner,Wednesday,2644,1.08,1160.0,1160.0,10.0,161.0,10,2014
913,listowel banner,Wednesday,2289,1.08,1160.0,1160.0,10.0,161.0,10.0,2015
914,listowel banner,Wednesday,2126,1.08,,1160.0,10.0,161.0,10.0,2016
915,listowel banner,Wednesday,2126,1.08,,1160.0,10.0,161.0,10.0,2017
916,listowel banner,Wednesday,1717,1.08,,1160.0,10.0,161.0,10.0,2018
917,listowel banner,Wednesday,1530,1.08,,1160.0,10.0,161.0,10.0,2019
918,listowel independent plus,Thursday,21964,1.16,335.0,1160.0,10.0,175.0,10.0,2013
919,listowel independent plus,Thursday,22069,1.27,1160.0,1160.0,10.0,161.0,10,2014
920,listowel independent plus,Thursday,21956,1.27,1160.0,1160.0,10.0,161.0,10.0,2015
921,listowel independent plus,Thursday,22017,1.27,,1160.0,10.0,161.0,10.0,2016
922,listowel independent plus,Thursday,22592,1.27,,1160.0,10.0,161.0,10.0,2017
923,listowel independent plus,Thursday,28735,1.27,,1160.0,10.0,161.0,10.0,2018
924,listowel independent plus,Thursday,23669,1.27,,1160.0,10.0,161.0,10.0,2019
925,london community news,Thursday,128076,2.15,335.0,1160.0,10.0,175.0,10.0,2013
926,london community news,Thursday,128076,2.35,1160.0,1160.0,10.0,161.0,10,2014
927,london community news,Thursday,129642,2.35,1160.0,1160.0,10.0,161.0,10.0,2015
928,london our london,Thursday,129642,2.35,,1160.0,10.0,161.0,10.0,2016
929,london our london,Thursday,110000,2.35,,1160.0,10.0,161.0,10.0,2017
930,london the londoner,Thursday,140154,2.94,294.0,882.0,9.0,160.0,3.0,2013
931,london the londoner,Thursday,140428,2.94,294.0,882.0,9.0,160.0,3,2014
932,london the londoner,Thursday,140600,2.94,147.0,412.0,9.0,160.0,3.0,2015
933,london the londoner,Thursday,140615,2.35,,412.0,9.0,160.0,3.0,2016
934,london the londoner,Thursday,140111,2.35,,412.0,9.0,160.0,3.0,2017
935,london the londoner,Thursday,140111,2.35,,353.0,10.0,160.0,10.0,2018
936,london the londoner,Thursday,140111,2.35,,353.0,10.0,160.0,10.0,2019
937,lucknow sentinel,Wednesday,1304,0.53,59.0,176.0,9.0,160.0,3.0,2013
938,lucknow sentinel,Wednesday,1289,0.53,59.0,176.0,9.0,160.0,3,2014
939,lucknow sentinel,Wednesday,1162,0.53,59.0,176.0,9.0,160.0,3.0,2015
940,lucknow sentinel,Wednesday,922,0.53,,176.0,9.0,160.0,3.0,2016
941,lucknow sentinel,Wednesday,922,0.53,,176.0,9.0,160.0,3.0,2017
942,lucknow sentinel,Wednesday,922,0.53,,176.0,9.0,160.0,3.0,2018
943,lucknow sentinel,Wednesday,922,0.48,,176.0,10.0,160.0,10.0,2019
