,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,CSDs,first_year,equal_to_previous
807,,Wednesday,T,2017,hornepayne,jackfish journal,ginger latoski,200.0,ON,230.0,,"['hornepayne ,ON, Canada']",980.0,1050.0,-6.7,514.0,408.0,4.8,204.07,40.5,800.0,255.0,275.0,270.0,15.0,40.0,810.0,775.0,49920.0,965.0,945.0,10.0,"[(49.2181387, -84.7752864)]",['Hornepayne'],2013,False
808,0.0,Wednesday,T,2014,wheatley,journal,wheatley journal,696.0,ON,696.0,wheatley journal,"['wheatley ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.0950707, -82.4630203)]",['Chatham-Kent'],2014,False
809,4.0,Wednesday,T,2015,wheatley,journal,wheatley journal,641.0,ON,645.0,wheatley journal,"['wheatley ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.0950707, -82.4630203)]",['Chatham-Kent'],2014,False
810,8.0,Wednesday,T,2016,wheatley,journal,wheatley journal,624.0,ON,632.0,wheatley journal,"['wheatley ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.0950707, -82.4630203)]",['Chatham-Kent'],2014,False
811,11.0,Wednesday,T,2017,wheatley,journal,southpoint publishing inc.,586.0,ON,597.0,wheatley journal,"['wheatley ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.0950707, -82.4630203)]",['Chatham-Kent'],2014,False
821,23000.0,Thursday,T,2013,cornwall,journal de cornwall le,compagnie d'edition andre paquette,0.0,ON,23000.0,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",['Cornwall'],2013,False
822,,Thursday,T,2014,cornwall,journal de cornwall le,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",['Cornwall'],2013,True
823,,Thursday,T,2015,cornwall,journal de cornwall le,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",['Cornwall'],2013,True
824,,Thursday,T,2016,cornwall,journal de cornwall le,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",['Cornwall'],2013,True
825,,Thursday,T,2017,cornwall,journal de cornwall le,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",['Cornwall'],2013,True
826,,Thursday,T,2018,cornwall,journal de cornwall le,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",['Cornwall'],2013,True
827,,Thursday,T,2019,cornwall,journal de cornwall le,compagnie d'edition andre paquette,,ON,,compagnie d'edition andre paquette,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",['Cornwall'],2013,True
829,28101.0,Thursday,T,2014,kanata,kanata kourier standard,metroland media group ltd.,4462.0,ON,32563.0,metroland media group ltd.,"['kanata ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.3128048, -75.8940505)]",['Ottawa'],2014,False
830,29010.0,Thursday,T,2015,kanata,kanata kourier standard,metroland media group ltd.,0.0,ON,29010.0,metroland media group ltd.,"['kanata ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.3128048, -75.8940505)]",['Ottawa'],2014,False
831,29024.0,Thursday,T,2016,kanata,kanata kourier standard,metroland media group ltd.,,ON,29024.0,metroland media group ltd.,"['kanata ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.3128048, -75.8940505)]",['Ottawa'],2014,False
832,29161.0,Thursday,T,2017,kanata,kanata kourier standard,metroland media group ltd.,,ON,29161.0,metroland media group ltd.,"['kanata ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.3128048, -75.8940505)]",['Ottawa'],2014,False
828,26702.0,Thursday,T,2013,kanata,kanata kouriers tandard,metroland media group ltd.,0.0,ON,26702.0,metroland media group ltd.,"['kanata ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.3128048, -75.8940505)]",['Ottawa'],2013,False
833,0.0,Wednesday,T,2013,kapuskasing,kapuskasing horizon,sun media corporation,3300.0,ON,3300.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2013,False
834,0.0,Wednesday,B,2013,kapuskasing,kapuskasing northern times,sun media corporation,1955.0,ON,1955.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2013,False
835,8456.0,Thursday,T,2013,kapuskasing,kapuskasing the weekender,sun media corporation,43.0,ON,8499.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2013,False
837,29552.0,Thursday,T,2013,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,0.0,ON,29552.0,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,False
838,29432.0,Thursday,T,2014,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,29432.0,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,False
840,,Thursday,T,2015,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,True
842,,Thursday,T,2016,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,True
845,,Thursday,T,2017,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,True
847,,Thursday,T,2018,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,True
848,,Thursday,T,2019,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,True
836,21653.0,Tuesday,T,2013,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,0.0,ON,21653.0,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,False
839,19972.0,Tuesday,T,2014,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,19972.0,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,False
841,,Tuesday,T,2015,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,True
843,,Tuesday,T,2016,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,True
844,,Tuesday,T,2017,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,True
846,,Tuesday,T,2018,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,True
849,,Tuesday,T,2019,kawartha%20lakes,kawartha lakes this week,metroland media group ltd.,,ON,,metroland media group ltd.,"['kawartha lakes ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.575616, -78.8486034)]",['Kawartha Lakes'],2013,True
850,9467.0,Thursday,T,2013,kemptville,kemptville advance,metroland media group ltd.,0.0,ON,9467.0,metroland media group ltd.,"['kemptville ,ON, Canada']",16451.0,15085.0,9.1,6658.0,6439.0,46.7,352.18,42.6,13570.0,1920.0,3745.0,7900.0,315.0,2715.0,13565.0,13000.0,43092.0,16245.0,15130.0,1090.0,"[(45.0154164, -75.644567)]",['North Grenville'],2013,False
851,10616.0,Thursday,T,2014,kemptville,kemptville advance,metroland media group ltd.,,ON,10616.0,metroland media group ltd.,"['kemptville ,ON, Canada']",16451.0,15085.0,9.1,6658.0,6439.0,46.7,352.18,42.6,13570.0,1920.0,3745.0,7900.0,315.0,2715.0,13565.0,13000.0,43092.0,16245.0,15130.0,1090.0,"[(45.0154164, -75.644567)]",['North Grenville'],2013,False
852,10471.0,Thursday,T,2015,kemptville,kemptville advance,metroland media group ltd.,,ON,10471.0,metroland media group ltd.,"['kemptville ,ON, Canada']",16451.0,15085.0,9.1,6658.0,6439.0,46.7,352.18,42.6,13570.0,1920.0,3745.0,7900.0,315.0,2715.0,13565.0,13000.0,43092.0,16245.0,15130.0,1090.0,"[(45.0154164, -75.644567)]",['North Grenville'],2013,False
853,10640.0,Thursday,T,2016,kemptville,kemptville advance,metroland media group ltd.,,ON,10640.0,metroland media group ltd.,"['kemptville ,ON, Canada']",16451.0,15085.0,9.1,6658.0,6439.0,46.7,352.18,42.6,13570.0,1920.0,3745.0,7900.0,315.0,2715.0,13565.0,13000.0,43092.0,16245.0,15130.0,1090.0,"[(45.0154164, -75.644567)]",['North Grenville'],2013,False
854,10676.0,Thursday,T,2017,kemptville,kemptville advance,metroland media group ltd.,,ON,10676.0,metroland media group ltd.,"['kemptville ,ON, Canada']",16451.0,15085.0,9.1,6658.0,6439.0,46.7,352.18,42.6,13570.0,1920.0,3745.0,7900.0,315.0,2715.0,13565.0,13000.0,43092.0,16245.0,15130.0,1090.0,"[(45.0154164, -75.644567)]",['North Grenville'],2013,False
855,10681.0,Thursday,T,2018,kemptville,kemptville advance,metroland media group ltd.,,ON,10681.0,metroland media group ltd.,"['kemptville ,ON, Canada']",16451.0,15085.0,9.1,6658.0,6439.0,46.7,352.18,42.6,13570.0,1920.0,3745.0,7900.0,315.0,2715.0,13565.0,13000.0,43092.0,16245.0,15130.0,1090.0,"[(45.0154164, -75.644567)]",['North Grenville'],2013,False
856,10742.0,Thursday,T,2019,kemptville,kemptville advance,metroland media group ltd.,,ON,10742.0,metroland media group ltd.,"['kemptville ,ON, Canada']",16451.0,15085.0,9.1,6658.0,6439.0,46.7,352.18,42.6,13570.0,1920.0,3745.0,7900.0,315.0,2715.0,13565.0,13000.0,43092.0,16245.0,15130.0,1090.0,"[(45.0154164, -75.644567)]",['North Grenville'],2013,False
857,8735.0,Thursday,T,2013,kenora,kenora lake of the woods enterprise,sun media corporation,0.0,ON,8735.0,sun media corporation,"['kenora ,ON, Canada']",6737.0,7031.0,-4.2,6630.0,2824.0,0.0,400813.46,46.8,5725.0,1175.0,1490.0,3060.0,115.0,790.0,5720.0,5575.0,38843.0,6600.0,6220.0,345.0,"[(54.0245941, -89.1618188)]","['Kenora, Unorganized']",2013,False
858,0.0,Tuesday,B,2013,kincardine,kincardine news,sun media corporation,2388.0,ON,2388.0,sun media corporation,"['kincardine ,ON, Canada']",11389.0,11174.0,1.9,5883.0,4855.0,21.2,537.94,44.0,9320.0,1475.0,2330.0,5520.0,160.0,1705.0,9325.0,9060.0,39424.0,11165.0,9835.0,1310.0,"[(44.1776378, -81.6348713)]",['Kincardine'],2013,False
859,5780.0,Tuesday,B,2018,kincardine,kincardine news,postmedia network inc.,54.0,ON,5834.0,postmedia network inc.,"['kincardine ,ON, Canada']",11389.0,11174.0,1.9,5883.0,4855.0,21.2,537.94,44.0,9320.0,1475.0,2330.0,5520.0,160.0,1705.0,9325.0,9060.0,39424.0,11165.0,9835.0,1310.0,"[(44.1776378, -81.6348713)]",['Kincardine'],2013,False
860,,Tuesday,B,2019,kincardine,kincardine news,postmedia network inc.,,ON,,postmedia network inc.,"['kincardine ,ON, Canada']",11389.0,11174.0,1.9,5883.0,4855.0,21.2,537.94,44.0,9320.0,1475.0,2330.0,5520.0,160.0,1705.0,9325.0,9060.0,39424.0,11165.0,9835.0,1310.0,"[(44.1776378, -81.6348713)]",['Kincardine'],2013,True
861,6688.0,Thursday,T,2014,king%20township,king connection,metroland media group ltd.,0.0,ON,6688.0,metroland media group ltd.,"['king township ,ON, Canada']",24512.0,19899.0,23.2,8736.0,8144.0,73.6,333.25,40.4,19930.0,3005.0,5330.0,11595.0,415.0,5825.0,19930.0,19110.0,43274.0,24365.0,18225.0,5985.0,"[(43.931609550000005, -79.517428581812)]",['King'],2014,False
862,7623.0,Thursday,T,2015,king%20township,king connection,metroland media group ltd.,,ON,7623.0,metroland media group ltd.,"['king township ,ON, Canada']",24512.0,19899.0,23.2,8736.0,8144.0,73.6,333.25,40.4,19930.0,3005.0,5330.0,11595.0,415.0,5825.0,19930.0,19110.0,43274.0,24365.0,18225.0,5985.0,"[(43.931609550000005, -79.517428581812)]",['King'],2014,False
863,6091.0,Thursday,T,2016,king%20township,king connection,metroland media group ltd.,,ON,6091.0,metroland media group ltd.,"['king township ,ON, Canada']",24512.0,19899.0,23.2,8736.0,8144.0,73.6,333.25,40.4,19930.0,3005.0,5330.0,11595.0,415.0,5825.0,19930.0,19110.0,43274.0,24365.0,18225.0,5985.0,"[(43.931609550000005, -79.517428581812)]",['King'],2014,False
864,,Thursday,T,2017,king%20township,king connection,metroland media group ltd.,,ON,,metroland media group ltd.,"['king township ,ON, Canada']",24512.0,19899.0,23.2,8736.0,8144.0,73.6,333.25,40.4,19930.0,3005.0,5330.0,11595.0,415.0,5825.0,19930.0,19110.0,43274.0,24365.0,18225.0,5985.0,"[(43.931609550000005, -79.517428581812)]",['King'],2014,True
865,,Thursday,T,2018,king%20township,king connection,metroland media group ltd.,,ON,,metroland media group ltd.,"['king township ,ON, Canada']",24512.0,19899.0,23.2,8736.0,8144.0,73.6,333.25,40.4,19930.0,3005.0,5330.0,11595.0,415.0,5825.0,19930.0,19110.0,43274.0,24365.0,18225.0,5985.0,"[(43.931609550000005, -79.517428581812)]",['King'],2014,True
866,5019.0,Thursday,T,2019,king%20township,king connection,metroland media group ltd.,,ON,5019.0,metroland media group ltd.,"['king township ,ON, Canada']",24512.0,19899.0,23.2,8736.0,8144.0,73.6,333.25,40.4,19930.0,3005.0,5330.0,11595.0,415.0,5825.0,19930.0,19110.0,43274.0,24365.0,18225.0,5985.0,"[(43.931609550000005, -79.517428581812)]",['King'],2014,False
867,7165.0,Wednesday,T,2013,king%20township,king township weekly sentinel,london publishing corporation,15.0,ON,7180.0,london publishing corporation,"['king township ,ON, Canada']",24512.0,19899.0,23.2,8736.0,8144.0,73.6,333.25,40.4,19930.0,3005.0,5330.0,11595.0,415.0,5825.0,19930.0,19110.0,43274.0,24365.0,18225.0,5985.0,"[(43.931609550000005, -79.517428581812)]",['King'],2013,False
868,8050.0,Wednesday,T,2013,king,king weekly,ontario ltd.,0.0,ON,8050.0,ontario ltd.,"['king ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6489494, -79.3777538)]",['Toronto'],2013,False
869,47070.0,Thursday,T,2013,kingston,kingston heritage,metroland media group ltd.,0.0,ON,47070.0,metroland media group ltd.,"['kingston ,ON, Canada']",123798.0,123363.0,0.4,59977.0,53518.0,274.4,451.19,42.3,102125.0,14110.0,28455.0,59560.0,1430.0,28325.0,102125.0,98580.0,35034.0,120220.0,102740.0,15840.0,"[(44.230687, -76.481323)]",['Kingston'],2013,False
870,45971.0,Thursday,T,2014,kingston,kingston heritage,metroland media group ltd.,,ON,45971.0,metroland media group ltd.,"['kingston ,ON, Canada']",123798.0,123363.0,0.4,59977.0,53518.0,274.4,451.19,42.3,102125.0,14110.0,28455.0,59560.0,1430.0,28325.0,102125.0,98580.0,35034.0,120220.0,102740.0,15840.0,"[(44.230687, -76.481323)]",['Kingston'],2013,False
871,46251.0,Thursday,T,2015,kingston,kingston heritage,metroland media group ltd.,,ON,46251.0,metroland media group ltd.,"['kingston ,ON, Canada']",123798.0,123363.0,0.4,59977.0,53518.0,274.4,451.19,42.3,102125.0,14110.0,28455.0,59560.0,1430.0,28325.0,102125.0,98580.0,35034.0,120220.0,102740.0,15840.0,"[(44.230687, -76.481323)]",['Kingston'],2013,False
872,46061.0,Thursday,T,2016,kingston,kingston heritage,metroland media group ltd.,,ON,46061.0,metroland media group ltd.,"['kingston ,ON, Canada']",123798.0,123363.0,0.4,59977.0,53518.0,274.4,451.19,42.3,102125.0,14110.0,28455.0,59560.0,1430.0,28325.0,102125.0,98580.0,35034.0,120220.0,102740.0,15840.0,"[(44.230687, -76.481323)]",['Kingston'],2013,False
873,45447.0,Thursday,T,2017,kingston,kingston heritage,metroland media group ltd.,,ON,45447.0,metroland media group ltd.,"['kingston ,ON, Canada']",123798.0,123363.0,0.4,59977.0,53518.0,274.4,451.19,42.3,102125.0,14110.0,28455.0,59560.0,1430.0,28325.0,102125.0,98580.0,35034.0,120220.0,102740.0,15840.0,"[(44.230687, -76.481323)]",['Kingston'],2013,False
874,51478.0,Thursday,T,2013,kingston&frontenac,kingston/frontenac this week,sun media corporation,0.0,ON,51478.0,sun media corporation,"['kingston ,ON, Canada', 'frontenac ,ON, Canada']",71222.0,70738.0,1.65,34595.0,30352.0,146.8,711.375,42.65,58862.5,8182.5,16465.0,34215.0,885.0,15492.5,58862.5,56780.0,37857.5,69405.0,60057.5,8512.5,"[(44.230687, -76.481323), (44.6102902, -76.6330415)]","['Kingston', 'South Frontenac']",2013,False
875,50246.0,Thursday,T,2014,kingston&frontenac,kingston/frontenac this week,sun media corporation,,ON,50246.0,sun media corporation,"['kingston ,ON, Canada', 'frontenac ,ON, Canada']",71222.0,70738.0,1.65,34595.0,30352.0,146.8,711.375,42.65,58862.5,8182.5,16465.0,34215.0,885.0,15492.5,58862.5,56780.0,37857.5,69405.0,60057.5,8512.5,"[(44.230687, -76.481323), (44.6102902, -76.6330415)]","['Kingston', 'South Frontenac']",2013,False
876,49707.0,Thursday,T,2015,kingston&frontenac,kingston/frontenac this week,sun media corporation,,ON,49707.0,sun media corporation,"['kingston ,ON, Canada', 'frontenac ,ON, Canada']",71222.0,70738.0,1.65,34595.0,30352.0,146.8,711.375,42.65,58862.5,8182.5,16465.0,34215.0,885.0,15492.5,58862.5,56780.0,37857.5,69405.0,60057.5,8512.5,"[(44.230687, -76.481323), (44.6102902, -76.6330415)]","['Kingston', 'South Frontenac']",2013,False
877,48840.0,Thursday,T,2016,kingston&frontenac,kingston/frontenac this week,sun media corporation,,ON,48840.0,postmedia network inc.,"['kingston ,ON, Canada', 'frontenac ,ON, Canada']",71222.0,70738.0,1.65,34595.0,30352.0,146.8,711.375,42.65,58862.5,8182.5,16465.0,34215.0,885.0,15492.5,58862.5,56780.0,37857.5,69405.0,60057.5,8512.5,"[(44.230687, -76.481323), (44.6102902, -76.6330415)]","['Kingston', 'South Frontenac']",2013,False
