,Address,Longitude,Latitude,CSDUID,CSDNAME,CSDTYPE,PRUID,PRNAME,CDUID,CDNAME,CDTYPE,CCSUID,CCSNAME,ERUID,ERNAME,SACCODE,SACTYPE,CMAUID,CMAPUID,CMANAME,CMATYPE,GEO UID,Province code,Province name,CD code,CD name,CSD code,CSD name,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants
0,"london ,ON, Canada",-81.243372,42.9832406,3539036,London,CY,35,ON,3539,Middlesex,CTY,3539036,London,3560,London,555,1,555.0,35555.0,London,B,3539036.0,35.0,ON,39.0,Middlesex,36.0,London,383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0
1,"sarnia ,ON, Canada",-82.4065585,42.9746137,3538030,Sarnia,CY,35,ON,3538,Lambton,CTY,3538030,Sarnia,3570,Windsor--Sarnia,562,2,562.0,35562.0,Sarnia,K,3538030.0,35.0,ON,38.0,Lambton,30.0,Sarnia,71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0
2,"woodstock ,ON, Canada",-80.7562977,43.1301111,3532042,Woodstock,CY,35,ON,3532,Oxford,CTY,3532045,Blandford-Blenheim,3560,London,544,3,544.0,35544.0,Woodstock,D,3532042.0,35.0,ON,32.0,Oxford,42.0,Woodstock,40902.0,37754.0,8.3,17530.0,17151.0,835.3,48.97,41.8,33145.0,7810.0,10790.0,14540.0,400.0,3960.0,33140.0,32035.0,35915.0,39980.0,35380.0,4445.0
3,"flesherton ,ON, Canada",-80.5457496,44.2610602,3542015,Grey Highlands,MU,35,ON,3542,Grey,CTY,3542015,Grey Highlands,3580,Stratford--Bruce Peninsula,997,5,,,,,3542015.0,35.0,ON,42.0,Grey,15.0,Grey Highlands,9804.0,9520.0,3.0,5299.0,3904.0,11.1,882.51,43.9,8110.0,1915.0,2345.0,3850.0,235.0,1205.0,8115.0,7830.0,30715.0,9715.0,8975.0,715.0
4,"woodbridge ,ON, Canada",-79.5923855,43.7848982,3519028,Vaughan,CY,35,ON,3519,York,RM,3519028,Vaughan,3530,Toronto,535,1,535.0,35535.0,Toronto,B,3519028.0,35.0,ON,19.0,York,28.0,Vaughan,306233.0,288301.0,6.2,96657.0,94253.0,1119.4,273.56,39.2,246655.0,43720.0,61895.0,141050.0,7015.0,79310.0,246655.0,234815.0,35540.0,304145.0,159300.0,140960.0
5,"mitchell ,ON, Canada",-81.197899,43.467942,3531025,West Perth,MU,35,ON,3531,Perth,CTY,3531025,West Perth,3580,Stratford--Bruce Peninsula,997,5,,,,,3531025.0,35.0,ON,31.0,Perth,25.0,West Perth,8865.0,8919.0,-0.6,3500.0,3364.0,15.3,579.36,40.3,6985.0,1495.0,2210.0,3285.0,160.0,770.0,6990.0,6795.0,37529.0,8730.0,8255.0,455.0
6,"strathroy ,ON, Canada",-81.59100834,42.966146,3539015,Strathroy-Caradoc,MU,35,ON,3539,Middlesex,CTY,3539015,Strathroy-Caradoc,3560,London,555,1,555.0,35555.0,London,B,3539015.0,35.0,ON,39.0,Middlesex,15.0,Strathroy-Caradoc,20867.0,20978.0,-0.5,8455.0,8294.0,77.1,270.77,42.3,17005.0,4005.0,4995.0,8005.0,215.0,1990.0,17005.0,16430.0,35032.0,20535.0,17940.0,2585.0
7,"middlesex ,ON, Canada",-80.9305313,42.9791385,3539027,Thames Centre,MU,35,ON,3539,Middlesex,CTY,3539027,Thames Centre,3560,London,555,1,555.0,35555.0,London,B,3539027.0,35.0,ON,39.0,Middlesex,27.0,Thames Centre,13191.0,13000.0,1.5,5162.0,4924.0,30.4,433.99,41.7,10880.0,1840.0,3115.0,5920.0,240.0,1555.0,10880.0,10520.0,42103.0,13180.0,11975.0,1200.0
8,"alliston ,ON, Canada",-79.8692321,44.1539369,3543007,New Tecumseth,T,35,ON,3543,Simcoe,CTY,3543007,New Tecumseth,3540,Kitchener--Waterloo--Barrie,535,1,535.0,35535.0,Toronto,B,3543007.0,35.0,ON,43.0,Simcoe,7.0,New Tecumseth,34242.0,30234.0,13.3,13191.0,12906.0,124.9,274.21,41.8,27900.0,5375.0,9330.0,13190.0,435.0,3935.0,27900.0,26950.0,38281.0,33735.0,28800.0,4835.0
9,"burks falls ,ON, Canada",-79.4118686,45.619853,3549022,Burk's Falls,VL,35,ON,3549,Parry Sound,DIS,3549019,Armour,3590,Northeast / Nord-est,997,5,,,,,3549022.0,35.0,ON,49.0,Parry Sound,22.0,Burk's Falls,981.0,967.0,1.4,510.0,467.0,319.2,3.07,43.0,825.0,280.0,255.0,295.0,20.0,55.0,815.0,785.0,23216.0,980.0,945.0,40.0
10,"amherstburg ,ON, Canada",-83.1086458,42.1013315,3537028,Amherstburg,T,35,ON,3537,Essex,CTY,3537028,Amherstburg,3570,Windsor--Sarnia,559,1,559.0,35559.0,Windsor,B,3537028.0,35.0,ON,37.0,Essex,28.0,Amherstburg,21936.0,21556.0,1.8,8951.0,8522.0,118.2,185.61,42.3,18095.0,3015.0,5845.0,9230.0,295.0,2950.0,18090.0,17285.0,39519.0,21655.0,19630.0,1995.0
11,"ancaster ,ON, Canada",-79.976692,43.225693,3525005,Hamilton,C,35,ON,3525,Hamilton,CDR,3525005,Hamilton,3550,Hamilton--Niagara Peninsula,537,1,537.0,35537.0,Hamilton,B,3514019.0,35.0,ON,14.0,Northumberland,19.0,Hamilton,10942.0,10702.0,2.2,4677.0,4276.0,42.7,256.08,44.5,9430.0,1570.0,2730.0,5135.0,165.0,1415.0,9430.0,9120.0,39064.0,10920.0,9900.0,1020.0
12,"ancaster ,ON, Canada",-79.976692,43.225693,3525005,Hamilton,C,35,ON,3525,Hamilton,CDR,3525005,Hamilton,3550,Hamilton--Niagara Peninsula,537,1,537.0,35537.0,Hamilton,B,3525005.0,35.0,ON,25.0,Hamilton,5.0,Hamilton,536917.0,519949.0,3.3,222918.0,211596.0,480.6,1117.29,41.3,441055.0,87875.0,125445.0,227735.0,8155.0,89905.0,441055.0,422255.0,32917.0,527935.0,391335.0,130365.0
13,"toronto ,ON, Canada",-79.3839347,43.6534817,3520005,Toronto,C,35,ON,3520,Toronto,CDR,3520005,Toronto,3530,Toronto,535,1,535.0,35535.0,Toronto,B,3520005.0,35.0,ON,20.0,Toronto,5.0,Toronto,2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0
14,"arnprior ,ON, Canada",-76.3543692,45.433515,3547002,Arnprior,T,35,ON,3547,Renfrew,CTY,3547003,McNab/Braeside,3515,Kingston--Pembroke,507,3,507.0,35507.0,Arnprior,D,3547002.0,35.0,ON,47.0,Renfrew,2.0,Arnprior,8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0
15,"arthur ,ON, Canada",-80.5355526,43.8309446,3523050,Wellington North,TP,35,ON,3523,Wellington,CTY,3523050,Wellington North,3540,Kitchener--Waterloo--Barrie,997,5,,,,,3523050.0,35.0,ON,23.0,Wellington,50.0,Wellington North,11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0
16,"atikokan ,ON, Canada",-91.624603,48.762526,3559001,Atikokan,T,35,ON,3559,Rainy River,DIS,3559090,"Rainy River, Unorganized",3595,Northwest / Nord-ouest,998,6,,,,,3559001.0,35.0,ON,59.0,Rainy River,1.0,Atikokan,2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0
17,"aurora ,ON, Canada",-79.467545,43.99973,3519046,Aurora,T,35,ON,3519,York,RM,3519048,Newmarket,3530,Toronto,535,1,535.0,35535.0,Toronto,B,3519046.0,35.0,ON,19.0,York,46.0,Aurora,55445.0,53203.0,4.2,19381.0,18851.0,1112.3,49.85,39.6,44870.0,5630.0,11335.0,27905.0,1370.0,15660.0,44870.0,42790.0,40382.0,54705.0,37795.0,16510.0
18,"aylmer ,ON, Canada",-80.983658,42.773227,3534011,Aylmer,T,35,ON,3534,Elgin,CTY,3534010,Malahide,3560,London,996,4,,,,,3534011.0,35.0,ON,34.0,Elgin,11.0,Aylmer,7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0
19,"ayr ,ON, Canada",-80.4507012,43.2855122,3530004,North Dumfries,TP,35,ON,3530,Waterloo,RM,3530004,North Dumfries,3540,Kitchener--Waterloo--Barrie,541,1,541.0,35541.0,Kitchener - Cambridge - Waterloo,B,3530004.0,35.0,ON,30.0,Waterloo,4.0,North Dumfries,10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0
20,"bancroft ,ON, Canada",-77.8537127,45.0570769,3512061,Bancroft,T,35,ON,3512,Hastings,CTY,3512061,Bancroft,3515,Kingston--Pembroke,997,5,,,,,3512061.0,35.0,ON,12.0,Hastings,61.0,Bancroft,3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0
21,"barrhaven ,ON, Canada",-75.759707,45.280172,3506008,Ottawa,CV,35,ON,3506,Ottawa,CDR,3506008,Ottawa,3510,Ottawa,505,1,505.0,35505.0,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,3506008.0,35.0,ON,6.0,Ottawa,8.0,Ottawa,934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0
22,"barrie ,ON, Canada",-79.6901736,44.3893113,3543042,Barrie,CY,35,ON,3543,Simcoe,CTY,3543009,Springwater,3540,Kitchener--Waterloo--Barrie,568,1,568.0,35568.0,Barrie,B,3543042.0,35.0,ON,43.0,Simcoe,42.0,Barrie,141434.0,136063.0,3.9,54227.0,52476.0,1428.0,99.04,38.9,113575.0,19990.0,35220.0,58365.0,1705.0,19500.0,113575.0,108835.0,33731.0,139055.0,119420.0,18655.0
23,"barry's bay ,ON, Canada",-77.679176,45.488298,3547030,Madawaska Valley,TP,35,ON,3547,Renfrew,CTY,3547030,Madawaska Valley,3515,Kingston--Pembroke,997,5,,,,,3547030.0,35.0,ON,47.0,Renfrew,30.0,Madawaska Valley,4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0
24,"east york ,ON, Canada",-79.33251996,43.699971,3520005,Toronto,C,35,ON,3520,Toronto,CDR,3520005,Toronto,3530,Toronto,535,1,535.0,35535.0,Toronto,B,3520005.0,35.0,ON,20.0,Toronto,5.0,Toronto,2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0
25,"parry sound ,ON, Canada",-80.1055284,45.6675279,3549039,Whitestone,MU,35,ON,3549,Parry Sound,DIS,3549039,Whitestone,3590,Northeast / Nord-est,997,5,,,,,3549039.0,35.0,ON,49.0,Parry Sound,39.0,Whitestone,916.0,918.0,-0.2,1410.0,444.0,1.0,957.93,54.8,885.0,180.0,245.0,465.0,15.0,60.0,850.0,835.0,28640.0,930.0,845.0,85.0
26,"oakville ,ON, Canada",-79.666672,43.447436,3524001,Oakville,T,35,ON,3524,Halton,RM,3524001,Oakville,3530,Toronto,535,1,535.0,35535.0,Toronto,B,3524001.0,35.0,ON,24.0,Halton,1.0,Oakville,193832.0,182520.0,6.2,68617.0,66269.0,1395.6,138.89,39.7,155020.0,18070.0,35120.0,101830.0,4260.0,64810.0,155025.0,146945.0,42152.0,191720.0,119945.0,68850.0
27,"belleville ,ON, Canada",-77.3852556,44.1633264,3512005,Belleville,CY,35,ON,3512,Hastings,CTY,3512005,Belleville,3515,Kingston--Pembroke,522,1,522.0,35522.0,Belleville,B,3512005.0,35.0,ON,12.0,Hastings,5.0,Belleville,50716.0,49454.0,2.6,22744.0,21732.0,205.1,247.25,43.4,41475.0,8365.0,12845.0,20270.0,540.0,6130.0,41475.0,40140.0,30661.0,49350.0,45090.0,3960.0
28,"quinte ,ON, Canada",-77.3403039,44.1884744,3512005,Belleville,CY,35,ON,3512,Hastings,CTY,3512005,Belleville,3515,Kingston--Pembroke,522,1,522.0,35522.0,Belleville,B,3512005.0,35.0,ON,12.0,Hastings,5.0,Belleville,50716.0,49454.0,2.6,22744.0,21732.0,205.1,247.25,43.4,41475.0,8365.0,12845.0,20270.0,540.0,6130.0,41475.0,40140.0,30661.0,49350.0,45090.0,3960.0
29,"mount forest ,ON, Canada",-80.7338237,43.9806979,3523050,Wellington North,TP,35,ON,3523,Wellington,CTY,3523050,Wellington North,3540,Kitchener--Waterloo--Barrie,997,5,,,,,3523050.0,35.0,ON,23.0,Wellington,50.0,Wellington North,11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0
30,"blenheim ,ON, Canada",-81.9974055,42.3354182,3536020,Chatham-Kent,MU,35,ON,3536,Chatham-Kent,CDR,3536020,Chatham-Kent,3570,Windsor--Sarnia,556,3,556.0,35556.0,Chatham-Kent,D,3536020.0,35.0,ON,36.0,Chatham-Kent,20.0,Chatham-Kent,101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0
31,"blue mountains ,ON, Canada",-80.3417924,44.4992906,3542045,The Blue Mountains,T,35,ON,3542,Grey,CTY,3542045,The Blue Mountains,3580,Stratford--Bruce Peninsula,996,4,,,,,3542045.0,35.0,ON,42.0,Grey,45.0,The Blue Mountains,7025.0,6453.0,8.9,6477.0,3271.0,24.5,287.24,51.8,6280.0,700.0,1590.0,3995.0,255.0,2015.0,6280.0,6170.0,38063.0,6935.0,6110.0,820.0
32,"blyth ,ON, Canada",-81.4294024,43.7365991,3540055,North Huron,TP,35,ON,3540,Huron,CTY,3540055,North Huron,3580,Stratford--Bruce Peninsula,998,6,,,,,3540055.0,35.0,ON,40.0,Huron,55.0,North Huron,4932.0,4884.0,1.0,2209.0,2085.0,27.6,178.82,42.1,4015.0,1025.0,1150.0,1840.0,100.0,370.0,4020.0,3910.0,30969.0,4910.0,4570.0,335.0
33,"brussels ,ON, Canada",-81.2506263,43.7433558,3540040,Huron East,MU,35,ON,3540,Huron,CTY,3540040,Huron East,3580,Stratford--Bruce Peninsula,997,5,,,,,3540040.0,35.0,ON,40.0,Huron,40.0,Huron East,9138.0,9264.0,-1.4,3825.0,3630.0,13.7,669.22,41.4,7355.0,1870.0,2170.0,3315.0,130.0,705.0,7355.0,7140.0,33519.0,9000.0,8305.0,665.0
34,"bracebridge ,ON, Canada",-79.310989,45.041508,3544018,Bracebridge,T,35,ON,3544,Muskoka,DM,3544018,Bracebridge,3520,Muskoka--Kawarthas,997,5,,,,,3544018.0,35.0,ON,44.0,Muskoka,18.0,Bracebridge,16010.0,15414.0,3.9,8874.0,6734.0,25.5,628.22,46.3,13385.0,2265.0,4320.0,6800.0,210.0,2315.0,13385.0,13135.0,33673.0,15570.0,14445.0,1105.0
35,"bradford ,ON, Canada",-79.5560133,44.1171265,3543014,Bradford West Gwillimbury,T,35,ON,3543,Simcoe,CTY,3543014,Bradford West Gwillimbury,3540,Kitchener--Waterloo--Barrie,535,1,535.0,35535.0,Toronto,B,3543014.0,35.0,ON,43.0,Simcoe,14.0,Bradford West Gwillimbury,35325.0,28077.0,25.8,11918.0,11591.0,175.7,201.04,37.3,27740.0,5805.0,8470.0,13465.0,500.0,4595.0,27740.0,26585.0,36504.0,34965.0,25185.0,9625.0
36,"bradford west gwillimbury ,ON, Canada",-79.5647069,44.1143279,3543014,Bradford West Gwillimbury,T,35,ON,3543,Simcoe,CTY,3543014,Bradford West Gwillimbury,3540,Kitchener--Waterloo--Barrie,535,1,535.0,35535.0,Toronto,B,3543014.0,35.0,ON,43.0,Simcoe,14.0,Bradford West Gwillimbury,35325.0,28077.0,25.8,11918.0,11591.0,175.7,201.04,37.3,27740.0,5805.0,8470.0,13465.0,500.0,4595.0,27740.0,26585.0,36504.0,34965.0,25185.0,9625.0
37,"brampton ,ON, Canada",-79.7599366,43.685832,3521010,Brampton,CY,35,ON,3521,Peel,RM,3521010,Brampton,3530,Toronto,535,1,535.0,35535.0,Toronto,B,3521010.0,35.0,ON,21.0,Peel,10.0,Brampton,593638.0,523906.0,13.3,173428.0,168011.0,2228.7,266.36,36.5,470765.0,93770.0,142645.0,234350.0,11735.0,114205.0,470765.0,440925.0,29092.0,590945.0,272365.0,308795.0
38,"brantford ,ON, Canada",-80.2631733,43.1408157,3529006,Brantford,CY,35,ON,3529,Brant,CDR,3529005,Brant,3550,Hamilton--Niagara Peninsula,543,1,543.0,35543.0,Brantford,B,3529006.0,35.0,ON,29.0,Brant,6.0,Brantford,97496.0,93650.0,4.1,40732.0,39215.0,1345.9,72.44,40.8,78495.0,17020.0,25420.0,36060.0,1020.0,10305.0,78495.0,75270.0,31622.0,95780.0,82520.0,12940.0
39,"brighton ,ON, Canada",-77.7370071,44.0422275,3514004,Brighton,MU,35,ON,3514,Northumberland,CTY,3514004,Brighton,3520,Muskoka--Kawarthas,996,4,,,,,3514004.0,35.0,ON,14.0,Northumberland,4.0,Brighton,11844.0,10928.0,8.4,5099.0,4777.0,53.2,222.71,48.2,9680.0,1845.0,2935.0,4895.0,225.0,1385.0,9680.0,9305.0,33403.0,11160.0,9845.0,1300.0
40,"warkworth ,ON, Canada",-77.8868553,44.2019073,3514045,Trent Hills,MU,35,ON,3514,Northumberland,CTY,3514045,Trent Hills,3520,Muskoka--Kawarthas,997,5,,,,,3514045.0,35.0,ON,14.0,Northumberland,45.0,Trent Hills,12900.0,12604.0,2.3,6883.0,5506.0,25.2,511.95,48.2,10885.0,2420.0,3265.0,5205.0,205.0,1140.0,10890.0,10500.0,29273.0,12605.0,11500.0,1100.0
41,"campbellford ,ON, Canada",-77.798084,44.3085912,3514045,Trent Hills,MU,35,ON,3514,Northumberland,CTY,3514045,Trent Hills,3520,Muskoka--Kawarthas,997,5,,,,,3514045.0,35.0,ON,14.0,Northumberland,45.0,Trent Hills,12900.0,12604.0,2.3,6883.0,5506.0,25.2,511.95,48.2,10885.0,2420.0,3265.0,5205.0,205.0,1140.0,10890.0,10500.0,29273.0,12605.0,11500.0,1100.0
42,"brock ,ON, Canada",-79.10016491,44.34768505,3518039,Brock,TP,35,ON,3518,Durham,RM,3518039,Brock,3530,Toronto,996,4,,,,,3518039.0,35.0,ON,18.0,Durham,39.0,Brock,11642.0,11341.0,2.7,5035.0,4543.0,27.5,423.34,43.5,9485.0,1930.0,3145.0,4400.0,175.0,1125.0,9495.0,9135.0,34064.0,11360.0,10320.0,995.0
43,"brockville ,ON, Canada",-75.6843332,44.5895925,3507015,Brockville,CY,35,ON,3507,Leeds and Grenville,UC,3507014,Elizabethtown-Kitley,3510,Ottawa,512,3,512.0,35512.0,Brockville,D,3507015.0,35.0,ON,7.0,Leeds and Grenville,15.0,Brockville,21346.0,21870.0,-2.4,10826.0,10266.0,1023.6,20.85,46.5,18285.0,3820.0,5700.0,8760.0,255.0,2595.0,18280.0,17665.0,29090.0,21065.0,19050.0,1970.0
44,"tobermory ,ON, Canada",-81.64304911,45.23469705,3541069,Northern Bruce Peninsula,MU,35,ON,3541,Bruce,CTY,3541069,Northern Bruce Peninsula,3580,Stratford--Bruce Peninsula,997,5,,,,,3541069.0,35.0,ON,41.0,Bruce,69.0,Northern Bruce Peninsula,3999.0,3744.0,6.8,5069.0,1933.0,5.1,783.99,54.8,3510.0,515.0,970.0,2025.0,80.0,645.0,3530.0,3480.0,31470.0,3840.0,3410.0,405.0
45,"burford ,ON, Canada",-80.4292701,43.1032142,3529005,Brant,CY,35,ON,3529,Brant,CDR,3529005,Brant,3550,Hamilton--Niagara Peninsula,543,1,543.0,35543.0,Brantford,B,3529005.0,35.0,ON,29.0,Brant,5.0,Brant,36707.0,35638.0,3.0,13687.0,13315.0,43.5,843.25,42.3,29575.0,5345.0,8260.0,15975.0,535.0,4860.0,29570.0,28555.0,38751.0,35860.0,32300.0,3525.0
46,"burlington ,ON, Canada",-79.7966835,43.3248924,3524002,Burlington,CY,35,ON,3524,Halton,RM,3524002,Burlington,3550,Hamilton--Niagara Peninsula,537,1,537.0,35537.0,Hamilton,B,3524002.0,35.0,ON,24.0,Halton,2.0,Burlington,183314.0,175779.0,4.3,72535.0,71373.0,987.3,185.66,42.3,149495.0,18150.0,38915.0,92430.0,3470.0,46090.0,149495.0,144535.0,42551.0,180125.0,136680.0,42470.0
47,"caledon ,ON, Canada",-79.9061037,43.82706015,3521024,Caledon,T,35,ON,3521,Peel,RM,3521024,Caledon,3530,Toronto,535,1,535.0,35535.0,Toronto,B,3521024.0,35.0,ON,21.0,Peel,24.0,Caledon,66502.0,59460.0,11.8,22021.0,21256.0,96.6,688.16,39.1,53870.0,9450.0,15650.0,28775.0,1105.0,11880.0,53870.0,51270.0,41476.0,66220.0,49720.0,16310.0
48,"cambridge ,ON, Canada",-80.3123023,43.3600536,3530010,Cambridge,CY,35,ON,3530,Waterloo,RM,3530010,Cambridge,3540,Kitchener--Waterloo--Barrie,541,1,541.0,35541.0,Kitchener - Cambridge - Waterloo,B,3530010.0,35.0,ON,30.0,Waterloo,10.0,Cambridge,129920.0,126748.0,2.5,49388.0,48239.0,1149.6,113.01,39.5,104035.0,22455.0,33235.0,48345.0,1570.0,15775.0,104035.0,99765.0,35244.0,127840.0,101075.0,26090.0
49,"northwest ,ON, Canada",-81.6294098,45.8946323,3551017,Northeastern Manitoulin and the Islands,MU,35,ON,3551,Manitoulin,DIS,3551017,Northeastern Manitoulin and the Islands,3590,Northeast / Nord-est,998,6,,,,,3551017.0,35.0,ON,51.0,Manitoulin,17.0,Northeastern Manitoulin and the Islands,2712.0,2706.0,0.2,2313.0,1182.0,5.5,496.09,48.8,2270.0,455.0,510.0,1305.0,60.0,400.0,2240.0,2195.0,31792.0,2595.0,2495.0,100.0
50,"milton ,ON, Canada",-79.882817,43.513671,3524009,Milton,T,35,ON,3524,Halton,RM,3524009,Milton,3530,Toronto,535,1,535.0,35535.0,Toronto,B,3524009.0,35.0,ON,24.0,Halton,9.0,Milton,110128.0,84362.0,30.5,35537.0,34257.0,303.2,363.22,34.3,80555.0,9640.0,19650.0,51270.0,2050.0,28185.0,80560.0,76695.0,42682.0,108935.0,68875.0,39110.0
51,"kawartha lakes ,ON, Canada",-78.8486034,44.575616,3516010,Kawartha Lakes,CY,35,ON,3516,Kawartha Lakes,CDR,3516010,Kawartha Lakes,3520,Muskoka--Kawarthas,530,3,530.0,35530.0,Kawartha Lakes,D,3516010.0,35.0,ON,16.0,Kawartha Lakes,10.0,Kawartha Lakes,75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0
52,"north durham ,ON, Canada",-79.00681681,43.89321,3518005,Ajax,T,35,ON,3518,Durham,RM,3518009,Whitby,3530,Toronto,535,1,535.0,35535.0,Toronto,B,3518005.0,35.0,ON,18.0,Durham,5.0,Ajax,119677.0,109600.0,9.2,38105.0,37549.0,1786.4,67.0,37.3,95545.0,14400.0,27770.0,53370.0,2455.0,23290.0,95545.0,89785.0,36107.0,119175.0,72310.0,46335.0
53,"almonte ,ON, Canada",-76.1945277,45.226049,3509030,Mississippi Mills,T,35,ON,3509,Lanark,CTY,3509030,Mississippi Mills,3510,Ottawa,509,3,509.0,35509.0,Carleton Place,D,3509030.0,35.0,ON,9.0,Lanark,30.0,Mississippi Mills,13163.0,12385.0,6.3,5536.0,5292.0,25.3,519.58,44.5,10825.0,1505.0,2955.0,6365.0,260.0,2125.0,10825.0,10485.0,40687.0,12860.0,11865.0,980.0
54,"carleton place ,ON, Canada",-76.1465672,45.1403366,3509028,Carleton Place,T,35,ON,3509,Lanark,CTY,3509024,Beckwith,3510,Ottawa,509,3,509.0,35509.0,Carleton Place,D,3509028.0,35.0,ON,9.0,Lanark,28.0,Carleton Place,10644.0,9809.0,8.5,4403.0,4278.0,1176.2,9.05,41.7,8415.0,1350.0,2405.0,4655.0,80.0,1295.0,8415.0,8115.0,36497.0,10320.0,9605.0,710.0
55,"stirling ,ON, Canada",-77.5473774,44.2962217,3512020,Stirling-Rawdon,TP,35,ON,3512,Hastings,CTY,3512020,Stirling-Rawdon,3515,Kingston--Pembroke,522,1,522.0,35522.0,Belleville,B,3512020.0,35.0,ON,12.0,Hastings,20.0,Stirling-Rawdon,4882.0,4978.0,-1.9,2029.0,1896.0,17.3,282.33,43.4,4010.0,825.0,1145.0,2040.0,70.0,330.0,3995.0,3820.0,31083.0,4780.0,4515.0,245.0
